"Player","Season","Age","Min","Gls","Ast","CrdY","CrdR","G+A","SoT","Cmp","Cmp%","KP","Prog","SCA","GCA","Tkl+Int","Clr","PPM","Team","League","Nationality","Position","player_foot","market_value","race"
"Ruben Loftus-Cheek","2020-2021",24,1909,1,0,3,0,5,8,5950,831,150,710,530,0,550,150,83,"Fulham","England","England","Midfielder","right",1.8e+07,1
"Rúben Neves","2020-2021",23,2675,5,1,8,0,2,14,16330,843,320,1400,620,20,1360,540,117,"Wolves","England","Portugal","Midfielder","right",4.5e+07,0
"Rúben Neves","2019-2020",22,3056,2,2,9,0,12,10,15870,804,270,1450,640,50,950,530,155,"Wolves","England","Portugal","Midfielder","right",4e+09,0
"Rúben Neves","2018-2019",21,3007,4,3,8,0,21,14,15670,809,210,1650,510,60,1350,610,143,"Wolves","England","Portugal","Midfielder","right",4.5e+07,0
"Rubén Pardo","2017-2018",24,222,0,1,0,1,41,0,1090,784,40,160,70,10,60,10,20,"Real Sociedad","Spain","Spain","Midfielder","right",1500000,0
"Rubén Pardo","2018-2019",25,1368,1,2,3,0,2,4,6830,773,390,710,580,40,320,120,125,"Real Sociedad","Spain","Spain","Midfielder","right",4e+08,0
"Rubén Pardo","2019-2020",26,188,1,0,0,0,48,2,940,839,20,80,30,0,40,40,117,"Bordeaux","France","Spain","Midfielder","right",2400000,0
"Rubén Pardo","2019-2020",26,188,1,0,0,0,48,2,940,839,20,80,30,0,40,40,117,"Bordeaux","France","Spain","Midfielder","right",2400000,0
"Rubén Peña","2017-2018",26,1733,1,1,1,0,1,2,6340,688,170,770,430,40,570,140,15,"Eibar","Spain","Spain","Defender","right",2e+08,0
"Rubén Peña","2018-2019",27,2674,1,2,4,0,1,5,13120,680,440,2040,770,60,1050,570,135,"Eibar","Spain","Spain","Defender","right",1e+09,0
"Rubén Peña","2019-2020",28,1909,2,2,5,0,19,3,10270,782,160,850,290,40,680,600,162,"Villarreal","Spain","Spain","Defender","right",6500000,0
"Rubén Peña","2020-2021",29,1116,1,1,1,0,16,2,4540,766,60,340,160,40,400,150,132,"Villarreal","Spain","Spain","Defender","right",4e+08,0
"Rubén Pérez","2017-2018",28,2513,0,0,13,0,0,1,10970,751,130,1410,400,40,1490,350,129,"Leganés","Spain","Spain","Midfielder","right",7500000,0
"Rubén Pérez","2018-2019",29,2474,0,0,7,1,0,3,11100,803,150,1120,400,50,1090,450,126,"Leganés","Spain","Spain","Midfielder","right",7500000,0
"Rubén Pérez","2019-2020",30,2194,1,1,9,0,8,2,8950,784,80,980,220,10,880,450,92,"Leganés","Spain","Spain","Midfielder","right",6e+08,0
"Rubén Rochina","2018-2019",27,1800,4,5,13,2,45,12,7030,689,280,950,690,100,740,260,119,"Levante","Spain","Spain","Midfielder","left",4e+08,0
"Rubén Rochina","2017-2018",26,154,1,0,0,0,58,1,650,765,20,140,60,20,110,0,15,"Levante","Spain","Spain","Midfielder","left",1500000,0
"Rubén Rochina","2019-2020",28,1875,5,3,5,0,38,14,7000,724,240,950,590,70,570,290,129,"Levante","Spain","Spain","Midfielder","left",3200000,0
"Rubén Rochina","2020-2021",29,1404,0,1,5,0,6,8,6000,721,160,840,460,30,640,140,116,"Levante","Spain","Spain","Midfielder","left",2800000,0
"Rúben Semedo","2017-2018",23,229,0,0,0,0,0,0,760,874,0,30,20,0,100,140,75,"Villarreal","Spain","Portugal","Defender","right",1e+08,1
"Rúben Semedo","2018-2019",24,850,0,0,4,0,0,0,3160,868,0,180,30,0,320,320,45,"Huesca","Spain","Portugal","Defender","right",2e+08,1
"Rúben Semedo","2018-2019",24,850,0,0,4,0,0,0,3160,868,0,180,30,0,320,320,45,"Huesca","Spain","Portugal","Defender","right",2e+08,1
"Rubén Sobrino","2017-2018",25,1474,3,3,5,0,37,13,3000,718,210,220,370,50,410,60,104,"Alavés","Spain","Spain","Forward","right",2e+08,0
"Rubén Sobrino","2018-2019",26,965,3,1,2,0,37,7,1780,704,90,130,30,0,190,100,145,"Alavés","Spain","Spain","Forward","right",3e+08,0
"Rubén Sobrino","2018-2019",26,965,3,1,2,0,37,7,1780,704,90,130,30,0,190,100,145,"Alavés","Spain","Spain","Forward","right",3e+08,0
"Rubén Sobrino","2020-2021",28,1113,1,0,3,0,8,5,1870,728,90,150,200,40,430,150,106,"Cádiz","Spain","Spain","Forward","right",1500000,0
"Rubén Sobrino","2018-2019",26,193,0,0,1,0,0,0,350,729,10,20,190,20,60,20,5,"Valencia","Spain","Spain","Forward","right",3e+08,0
"Rubén Sobrino","2018-2019",26,193,0,0,1,0,0,0,350,729,10,20,190,20,60,20,5,"Valencia","Spain","Spain","Forward","right",3e+08,0
"Rubén Sobrino","2019-2020",27,170,1,0,0,0,53,3,390,765,30,30,60,0,70,10,162,"Valencia","Spain","Spain","Forward","right",2400000,0
"Rubén Sobrino","2020-2021",28,49,0,0,0,0,0,0,170,739,10,0,10,0,50,0,14,"Valencia","Spain","Spain","Midfielder","right",1500000,0
"Rúben Vezo","2017-2018",23,1558,0,0,2,2,0,2,6230,753,40,510,120,0,500,620,153,"Valencia","Spain","Portugal","Defender","right",6e+08,1
"Rúben Vezo","2018-2019",24,1339,2,1,4,0,2,3,4110,783,30,320,30,0,370,950,113,"Levante","Spain","Portugal","Defender","right",6e+08,1
"Rúben Vezo","2018-2019",24,1339,2,1,4,0,2,3,4110,783,30,320,30,0,370,950,113,"Levante","Spain","Portugal","Defender","right",6e+08,1
"Rúben Vezo","2018-2019",24,196,0,0,2,0,0,0,890,730,20,50,60,10,60,90,25,"Valencia","Spain","Portugal","Defender","right",6e+08,1
"Rúben Vezo","2018-2019",24,196,0,0,2,0,0,0,890,730,20,50,60,10,60,90,25,"Valencia","Spain","Portugal","Defender","right",6e+08,1
"Rúben Vezo","2019-2020",25,2610,0,0,4,0,0,2,9540,820,30,650,180,40,790,1890,128,"Levante","Spain","Portugal","Defender","right",4800000,1
"Rúben Vezo","2020-2021",26,2316,1,0,7,0,4,2,11260,850,40,900,130,10,760,1420,103,"Levante","Spain","Portugal","Defender","right",1e+09,1
"Rúben Vinagre","2018-2019",19,710,0,0,1,0,0,3,3010,717,60,260,150,10,310,150,165,"Wolves","England","Portugal","Defender","left",7e+08,0
"Rúben Vinagre","2019-2020",20,652,0,0,1,0,0,0,2570,747,50,60,90,0,350,200,15,"Wolves","England","Portugal","Defender","left",9e+08,0
"Rui Fonte","2018-2019",28,627,1,0,1,0,14,4,1510,795,60,160,140,10,240,60,172,"Lille","France","Portugal","Forward","right",2500000,0
"Rui Fonte","2018-2019",28,627,1,0,1,0,14,4,1510,795,60,160,140,10,240,60,172,"Lille","France","Portugal","Forward","right",2500000,0
"Ruslan Malinovskyi","2019-2020",26,1535,8,3,7,1,64,27,7790,796,430,1060,1150,90,240,80,209,"Atalanta","Italy","Ukraine","Midfielder","left",1.1e+07,0
"Ruslan Malinovskyi","2020-2021",27,1876,8,12,3,0,96,23,8570,746,750,1540,1260,170,260,60,214,"Atalanta","Italy","Ukraine","Forward","left",3e+09,0
"Ryad Boudebouz","2017-2018",27,1364,2,3,2,0,33,12,6340,755,290,540,590,60,330,60,163,"Betis","Spain","Algeria","Midfielder","left",8e+08,1
"Ryad Boudebouz","2018-2019",28,717,1,2,2,1,38,5,3000,767,170,410,240,10,120,50,118,"Celta Vigo","Spain","Algeria","Midfielder","left",6e+08,1
"Ryad Boudebouz","2018-2019",28,717,1,2,2,1,38,5,3000,767,170,410,240,10,120,50,118,"Celta Vigo","Spain","Algeria","Midfielder","left",6e+08,1
"Ryad Boudebouz","2018-2019",28,539,0,0,1,0,0,3,2780,810,100,220,300,30,100,30,122,"Betis","Spain","Algeria","Midfielder","left",6e+08,1
"Ryad Boudebouz","2018-2019",28,539,0,0,1,0,0,3,2780,810,100,220,300,30,100,30,122,"Betis","Spain","Algeria","Midfielder","left",6e+08,1
"Ryad Boudebouz","2019-2020",29,1597,1,4,0,0,28,5,6960,722,410,800,660,50,330,50,10,"Saint-Étienne","France","Algeria","Midfielder","left",2800000,1
"Ryad Boudebouz","2020-2021",30,651,0,1,2,0,14,3,3440,745,220,330,430,10,180,10,86,"Saint-Étienne","France","Algeria","Midfielder","left",2200000,1
"Ryan Babel","2018-2019",31,1251,5,3,3,0,58,9,4100,796,230,290,410,50,210,100,75,"Fulham","England","Netherlands","Forward","right",5e+08,1
"Ryan Bennett","2018-2019",28,3060,1,0,12,0,3,3,10870,802,50,740,190,0,1090,1790,165,"Wolves","England","England","Defender","right",7e+08,0
"Ryan Bennett","2019-2020",29,606,0,0,2,0,0,0,1850,774,20,150,50,10,100,450,145,"Wolves","England","England","Defender","right",4e+08,0
"Ryan Bennett","2019-2020",29,331,0,0,0,0,0,0,1740,787,0,80,20,0,80,150,14,"Leicester City","England","England","Defender","right",4e+08,0
"Ryan Bennett","2019-2020",29,331,0,0,0,0,0,0,1740,787,0,80,20,0,80,150,14,"Leicester City","England","England","Defender","right",4e+08,0
"Ryan Bennett","2019-2020",29,606,0,0,2,0,0,0,1850,774,20,150,50,10,100,450,145,"Wolves","England","England","Defender","right",4e+08,0
"Ryan Bertrand","2017-2018",27,3135,0,4,2,0,11,2,14980,776,360,1580,650,70,940,790,97,"Southampton","England","England","Defender","left",2e+09,1
"Ryan Bertrand","2018-2019",28,2160,1,0,8,0,4,2,7980,731,240,820,440,40,720,540,96,"Southampton","England","England","Defender","left",1.5e+07,1
"Ryan Bertrand","2019-2020",29,2742,1,1,3,1,7,4,12440,751,340,1270,620,10,740,760,138,"Southampton","England","England","Defender","left",10500000,1
"Ryan Bertrand","2020-2021",30,2598,0,1,5,0,3,3,11810,768,130,970,330,30,1020,560,114,"Southampton","England","England","Defender","left",8e+08,1
"Ryan Fraser","2017-2018",23,2004,5,3,0,0,36,13,7170,710,480,960,720,50,280,400,112,"Bournemouth","England","Scotland","Midfielder","right",6e+08,0
"Ryan Fraser","2018-2019",24,3166,7,14,2,0,6,24,10260,682,870,1370,1320,180,320,190,118,"Bournemouth","England","Scotland","Midfielder","right",3e+09,0
"Ryan Fraser","2019-2020",25,2067,1,4,2,0,22,12,6480,682,430,1070,670,60,190,180,93,"Bournemouth","England","Scotland","Midfielder","right",17500000,0
"Ryan Fraser","2020-2021",26,928,0,2,2,1,19,6,2430,659,250,170,380,40,70,30,78,"Newcastle Utd","England","Scotland","Forward","right",1e+09,0
"Ryan Fredericks","2018-2019",25,1086,1,0,5,0,8,2,3940,728,40,260,100,10,450,600,12,"West Ham","England","England","Defender","right",5e+08,1
"Ryan Fredericks","2019-2020",26,2237,0,3,7,0,12,0,7950,725,250,570,470,50,1060,910,111,"West Ham","England","England","Defender","right",4e+08,1
"Ryan Fredericks","2020-2021",27,569,1,1,2,0,32,2,2030,728,130,150,210,10,210,220,107,"West Ham","England","England","Defender","right",2500000,1
"Ryan Kent","2017-2018",20,245,0,0,1,0,0,1,440,657,10,30,50,0,30,10,83,"Freiburg","Germany","England","Forward","right",1500000,0
"Ryan Sessegnon","2019-2020",19,342,0,0,0,0,0,0,1450,744,20,170,40,10,90,150,183,"Tottenham","England","England","Defender","left",31500000,1
"Ryan Sessegnon","2018-2019",18,2300,2,6,0,0,31,10,5760,699,300,590,680,90,630,320,71,"Fulham","England","England","Forward","left",3.5e+07,1
"Ryan Sessegnon","2020-2021",20,1574,2,3,4,0,29,2,7270,778,160,720,260,30,670,470,126,"Hoffenheim","Germany","England","Defender","left",1.8e+07,1
"Ryan Shawcross","2017-2018",29,2371,1,1,2,0,8,8,4430,740,10,450,100,10,800,2800,10,"Stoke City","England","England","Defender","right",1e+09,1
"Ryder Matos","2017-2018",24,170,0,0,0,0,0,0,400,784,10,30,40,10,30,20,15,"Udinese","Italy","Brazil","Midfielder","right",1300000,1
"Ryder Matos","2017-2018",24,170,0,0,0,0,0,0,400,784,10,30,40,10,30,20,15,"Udinese","Italy","Brazil","Midfielder","right",1300000,1
"Ryder Matos","2017-2018",24,978,0,1,1,0,9,4,2160,785,70,170,180,20,210,80,64,"Hellas Verona","Italy","Brazil","Forward","right",1300000,1
"Ryder Matos","2017-2018",24,978,0,1,1,0,9,4,2160,785,70,170,180,20,210,80,64,"Hellas Verona","Italy","Brazil","Forward","right",1300000,1
"Sabin Merino","2017-2018",25,376,0,0,1,0,0,3,640,681,10,50,50,10,80,100,138,"Athletic Club","Spain","Spain","Forward","right",1500000,0
"Sabin Merino","2018-2019",26,295,0,0,0,0,0,4,670,753,30,50,50,0,20,50,158,"Leganés","Spain","Spain","Forward","right",1e+08,0
"Sabin Merino","2019-2020",27,78,0,0,0,0,0,0,170,810,10,0,10,0,10,0,0,"Leganés","Spain","Spain","Forward","right",8e+07,0
"Sabin Merino","2018-2019",26,295,0,0,0,0,0,4,670,753,30,50,50,0,20,50,158,"Leganés","Spain","Spain","Forward","right",1e+08,0
"Sacha Boey","2020-2021",19,1863,0,1,1,0,5,1,8150,774,150,600,320,10,1150,620,54,"Dijon","France","France","Defender","right",2500000,1
"Sacha Boey","2019-2020",18,172,0,0,1,0,0,0,650,802,20,20,30,10,100,70,217,"Rennes","France","France","Defender","right",1300000,1
"Sacha Boey","2020-2021",19,124,0,0,0,1,0,0,760,854,10,80,10,0,60,20,10,"Rennes","France","France","Defender","right",2500000,1
"Sacha Boey","2018-2019",17,14,0,0,0,0,0,0,10,500,0,10,0,0,0,10,10,"Rennes","France","France","Defender","right",250000,1
"Sada Thioub","2018-2019",23,2476,3,5,3,0,29,15,7250,734,420,900,980,140,460,140,139,"Nîmes","France","Senegal","Forward","right",5500000,1
"Sada Thioub","2019-2020",24,1508,1,2,3,0,18,5,5550,797,260,730,560,40,300,80,13,"Angers","France","Senegal","Midfielder","right",2800000,1
"Sada Thioub","2020-2021",25,1256,1,1,0,0,14,6,5040,834,210,540,490,30,310,50,10,"Angers","France","Senegal","Forward","right",3500000,1
"Sadio Mané","2017-2018",25,2190,10,7,3,1,7,26,7740,788,450,1000,920,100,530,60,197,"Liverpool","England","Senegal","Forward","right",7e+09,1
"Sadio Mané","2018-2019",26,3077,22,1,2,0,67,44,9350,770,440,1060,1110,140,630,80,253,"Liverpool","England","Senegal","Forward","right",1.2e+08,1
"Sadio Mané","2019-2020",27,2747,18,7,3,0,82,36,9330,803,560,1200,1090,160,610,50,257,"Liverpool","England","Senegal","Forward","right",1.2e+08,1
"Sadio Mané","2020-2021",28,2810,11,7,3,0,58,35,8020,754,570,1050,1240,120,570,70,189,"Liverpool","England","Senegal","Forward","right",8.5e+07,1
"Saïd Benrahma","2020-2021",24,1391,1,6,0,0,45,11,4110,780,270,470,550,90,440,100,177,"West Ham","England","Algeria","Forward","right",2.2e+07,1
"Saido Berahino","2017-2018",23,494,0,1,0,0,18,3,750,758,30,50,80,10,60,10,87,"Stoke City","England","Burundi","Forward","right",8e+08,1
"Saidy Janko","2017-2018",21,1422,0,0,5,0,0,2,5830,760,60,430,150,0,450,160,119,"Saint-Étienne","France","Switzerland","Defender","right",3e+08,1
"Saidy Janko","2020-2021",24,1220,0,1,4,0,7,1,4330,735,80,320,150,20,450,470,89,"Valladolid","Spain","Switzerland","Defender","right",1500000,1
"Saîf-Eddine Khaoui","2018-2019",23,1353,3,1,0,0,27,11,3270,688,110,620,260,30,320,70,76,"Caen","France","Tunisia","Midfielder","left",3500000,0
"Saîf-Eddine Khaoui","2017-2018",22,1955,5,1,1,0,28,22,4650,652,300,620,690,30,580,70,91,"Troyes","France","Tunisia","Midfielder","left",5e+08,0
"Saîf-Eddine Khaoui","2018-2019",23,1353,3,1,0,0,27,11,3270,688,110,620,260,30,320,70,76,"Caen","France","Tunisia","Midfielder","left",3500000,0
"Saîf-Eddine Khaoui","2019-2020",24,106,0,0,1,0,0,2,410,695,20,40,30,0,40,30,20,"Marseille","France","Tunisia","Midfielder","left",2e+08,0
"Saîf-Eddine Khaoui","2020-2021",25,606,2,1,4,0,45,6,1810,710,30,240,70,10,340,70,147,"Marseille","France","Tunisia","Forward","left",1800000,0
"Salem Al-Dawsari","2017-2018",25,33,0,0,1,0,0,0,150,882,0,0,0,0,10,0,10,"Villarreal","Spain","Saudi Arabia","Midfielder","right",8e+07,1
"Salif Sané","2017-2018",26,2879,4,1,6,0,16,11,14480,810,90,1370,350,40,840,2700,113,"Hannover 96","Germany","Senegal","Defender","right",1.8e+07,1
"Salif Sané","2018-2019",27,2614,2,0,4,0,7,2,12590,832,70,940,200,20,760,1870,10,"Schalke 04","Germany","Senegal","Defender","right",1.2e+07,1
"Salif Sané","2019-2020",28,1126,2,1,3,0,24,3,5920,869,20,400,50,10,300,820,127,"Schalke 04","Germany","Senegal","Defender","right",9500000,1
"Salif Sané","2020-2021",29,1071,0,0,5,0,0,1,5690,833,40,380,70,0,340,840,5,"Schalke 04","Germany","Senegal","Defender","right",3e+08,1
"Salih Özcan","2017-2018",19,1670,0,1,5,0,5,3,7260,782,200,850,420,30,690,360,96,"Köln","Germany","Germany","Midfielder","right",3500000,0
"Salih Özcan","2020-2021",22,1371,0,1,3,0,7,5,5600,805,120,390,240,30,460,270,104,"Köln","Germany","Germany","Midfielder","right",3500000,0
"Salim Ben Seghir","2020-2021",17,7,0,0,0,0,0,0,80,1000,0,20,10,0,0,0,0,"Nice","France","France","Defender","right",4e+07,0
"Saliou Ciss","2017-2018",27,144,0,0,0,0,0,1,350,648,0,30,20,0,20,10,0,"Angers","France","Senegal","Defender","left",8e+07,1
"Salomon Kalou","2018-2019",32,2317,8,2,0,0,39,14,5090,714,270,810,590,80,260,200,13,"Hertha BSC","Germany","C<f4>te d'Ivoire","Forward","right",3e+08,1
"Salomon Kalou","2017-2018",31,2207,12,3,0,0,61,22,4460,702,170,620,340,40,310,170,126,"Hertha BSC","Germany","C<f4>te d'Ivoire","Forward","right",3500000,1
"Salomon Kalou","2019-2020",33,146,1,0,0,0,62,2,290,659,10,40,10,10,40,20,0,"Hertha BSC","Germany","C<f4>te d'Ivoire","Forward","right",1600000,1
"Salomón Rondón","2017-2018",27,2767,7,3,4,0,33,28,5630,679,210,520,620,40,440,170,81,"West Brom","England","Venezuela","Forward","right",1.3e+07,1
"Salomón Rondón","2018-2019",28,2603,11,7,1,0,62,28,5400,703,300,520,670,110,190,320,138,"Newcastle Utd","England","Venezuela","Forward","right",1.5e+07,1
"Salva Sevilla","2019-2020",35,2568,5,3,10,1,28,11,14460,829,540,1540,950,50,440,230,77,"Mallorca","Spain","Spain","Midfielder","right",2e+07,0
"Salvatore Bocchetti","2019-2020",32,303,0,0,2,0,0,0,1470,835,0,150,10,0,110,270,14,"Hellas Verona","Italy","Italy","Defender","left",8e+07,0
"Salvatore Molina","2020-2021",28,2315,1,4,1,0,19,5,8510,780,240,930,440,70,660,350,66,"Crotone","Italy","Italy","Midfielder","right",1300000,0
"Sam Baldock","2017-2018",28,32,0,0,0,0,0,0,40,571,0,0,10,0,0,0,0,"Brighton","England","England","Midfielder","right",3e+08,0
"Sam Byram","2017-2018",23,248,0,0,1,0,0,0,720,615,20,130,30,0,170,190,10,"West Ham","England","England","Defender","right",4e+08,0
"Sam Byram","2019-2020",25,1293,0,0,4,0,0,2,6250,819,70,430,200,0,660,750,94,"Norwich City","England","England","Defender","right",2800000,0
"Sam Clucas","2017-2018",26,2044,3,1,2,0,18,7,6790,797,140,450,260,20,700,390,93,"Swansea City","England","England","Midfielder","left",8e+08,0
"Sam Field","2020-2021",22,62,0,0,0,0,0,0,150,652,0,20,0,0,90,40,33,"West Brom","England","England","Midfielder","left",1e+08,0
"Sam Field","2017-2018",19,537,1,0,3,0,17,1,1220,701,40,190,90,0,280,80,91,"West Brom","England","England","Midfielder","left",1500000,0
"Sam Gallagher","2018-2019",22,34,0,0,0,0,0,0,20,250,0,0,0,0,0,10,15,"Southampton","England","England","Forward","right",3e+08,0
"Sam Lammers","2020-2021",23,291,2,0,0,0,62,4,950,754,40,90,100,10,30,30,167,"Atalanta","Italy","Netherlands","Forward","both",6e+08,0
"Sam McQueen","2017-2018",22,148,0,0,0,0,0,0,540,692,30,40,30,0,80,40,86,"Southampton","England","England","Defender","left",1e+08,0
"Sam Surridge","2019-2020",21,27,0,0,0,0,0,0,40,400,0,10,0,0,10,0,75,"Bournemouth","England","England","Forward","right",450000,0
"Sam Vokes","2017-2018",27,998,4,1,3,0,45,9,1480,556,60,190,120,20,70,120,133,"Burnley","England","Wales","Forward","right",6e+08,0
"Sam Vokes","2018-2019",28,915,3,0,0,0,3,7,1470,565,60,230,120,0,70,140,75,"Burnley","England","Wales","Forward","right",5e+08,0
"Saman Ghoddos","2018-2019",24,1827,4,4,4,0,39,17,4010,657,360,360,610,40,360,120,126,"Amiens","France","Iran","Forward","right",5e+08,0
"Saman Ghoddos","2019-2020",25,231,1,0,1,0,39,3,730,760,60,130,90,20,50,40,8,"Amiens","France","Iran","Forward","right",3200000,0
"Sambou Sissoko","2019-2020",20,32,0,0,0,0,0,0,30,500,0,0,0,0,10,30,233,"Reims","France","France","Forward","both",450000,1
"Sami Ben Amar","2019-2020",21,14,0,0,0,0,0,0,60,750,0,20,0,0,20,10,20,"Nîmes","France","Morocco","Forward","right",350000,0
"Sami Ben Amar","2020-2021",22,7,0,0,0,0,0,0,20,667,0,0,0,0,0,10,30,"Nîmes","France","Morocco","Midfielder","right",350000,0
"Sami Khedira","2020-2021",33,395,0,1,1,0,23,0,1840,829,30,150,50,10,200,90,78,"Hertha BSC","Germany","Germany","Midfielder","right",2e+08,1
"Sami Khedira","2017-2018",30,1912,9,2,1,0,52,18,8570,873,150,520,380,80,170,140,258,"Juventus","Italy","Germany","Midfielder","right",2.6e+07,1
"Sami Khedira","2018-2019",31,706,2,1,0,0,38,5,3060,852,40,170,110,10,180,40,26,"Juventus","Italy","Germany","Midfielder","right",7e+08,1
"Sami Khedira","2019-2020",32,681,0,1,3,0,13,3,2750,833,70,190,180,10,210,110,267,"Juventus","Italy","Germany","Midfielder","right",5500000,1
"Samir Nasri","2018-2019",31,245,0,2,0,0,73,0,1350,871,60,120,120,30,10,10,12,"West Ham","England","France","Midfielder","right",5e+08,0
"Samu Castillejo","2017-2018",22,2066,6,5,4,0,48,19,7470,753,430,780,960,190,540,130,187,"Villarreal","Spain","Spain","Midfielder","left",1.5e+07,0
"Samu Castillejo","2018-2019",23,1023,4,2,3,0,53,14,4090,805,200,330,360,40,310,70,184,"Milan","Italy","Spain","Forward","left",1.8e+07,0
"Samu Castillejo","2019-2020",24,1209,2,3,3,1,37,8,4220,754,410,400,660,60,430,60,178,"Milan","Italy","Spain","Forward","left",1.1e+07,0
"Samu Castillejo","2020-2021",25,1181,1,0,5,0,8,7,3650,788,100,370,270,30,410,90,193,"Milan","Italy","Spain","Forward","left",8e+08,0
"Samu García","2017-2018",27,180,0,1,1,1,5,0,300,600,10,40,30,10,100,10,14,"Málaga","Spain","Spain","Midfielder","right",1e+08,0
"Samu García","2017-2018",27,180,0,1,1,1,5,0,300,600,10,40,30,10,100,10,14,"Málaga","Spain","Spain","Midfielder","right",1e+08,0
"Samu García","2017-2018",27,196,0,0,1,0,0,0,390,557,20,20,30,0,60,10,91,"Levante","Spain","Spain","Midfielder","right",1e+08,0
"Samu García","2017-2018",27,196,0,0,1,0,0,0,390,557,20,20,30,0,60,10,91,"Levante","Spain","Spain","Midfielder","right",1e+08,0
"Samuel Armenteros","2017-2018",27,429,1,0,1,0,21,2,660,786,10,40,30,0,50,40,0,"Benevento","Italy","Sweden","Forward","left",1500000,1
"Samuel Bastien","2017-2018",20,1355,1,0,3,2,7,5,4030,828,70,280,170,10,410,170,105,"Chievo","Italy","Belgium","Midfielder","right",2500000,0
"Samuel Chukwueze","2019-2020",20,2048,3,2,2,0,22,11,5530,737,350,790,990,140,270,80,154,"Villarreal","Spain","Nigeria","Midfielder","left",2.7e+07,1
"Samuel Chukwueze","2018-2019",19,1706,5,2,2,0,37,23,3870,717,230,570,570,50,290,80,119,"Villarreal","Spain","Nigeria","Forward","left",3e+09,1
"Samuel Chukwueze","2020-2021",21,1365,4,2,0,0,4,10,3970,746,280,470,570,50,230,80,161,"Villarreal","Spain","Nigeria","Midfielder","left",2e+09,1
