"Player","Season","Age","Min","Gls","Ast","CrdY","CrdR","G+A","SoT","Cmp","Cmp%","KP","Prog","SCA","GCA","Tkl+Int","Clr","PPM","Team","League","Nationality","Position","player_foot","market_value","race"
"Davide Zappacosta","2020-2021",28,2045,4,2,3,0,26,13,8760,801,120,520,430,60,500,440,152,"Genoa","Italy","Italy","Defender","right",8e+08,0
"Davide Zappacosta","2017-2018",25,96,0,0,0,0,0,0,370,725,10,20,10,0,410,170,20,"Torino","Italy","Italy","Defender","right",2e+09,0
"Davide Zappacosta","2018-2019",26,128,0,0,0,0,0,1,770,846,10,20,30,0,30,30,25,"Chelsea","England","Italy","Defender","right",1.5e+07,0
"Davide Zappacosta","2019-2020",27,452,0,1,0,0,2,0,2000,813,60,80,100,30,90,80,178,"Roma","Italy","Italy","Defender","right",1.2e+07,0
"Davide Zappacosta","2017-2018",25,96,0,0,0,0,0,0,370,725,10,20,10,0,410,170,20,"Torino","Italy","Italy","Defender","right",2e+09,0
"Davide Zappacosta","2019-2020",27,452,0,1,0,0,2,0,2000,813,60,80,100,30,90,80,178,"Roma","Italy","Italy","Defender","right",1.2e+07,0
"Davie Selke","2018-2019",23,1739,3,5,4,0,41,20,2880,611,190,240,430,100,80,90,123,"Hertha BSC","Germany","Germany","Forward","right",1.8e+07,0
"Davie Selke","2019-2020",24,463,0,0,3,0,0,5,910,674,40,70,80,0,40,20,91,"Werder Bremen","Germany","Germany","Forward","right",8e+08,0
"Davie Selke","2019-2020",24,463,0,0,3,0,0,5,910,674,40,70,80,0,40,20,91,"Werder Bremen","Germany","Germany","Forward","right",8e+08,0
"Davie Selke","2019-2020",24,960,1,1,3,0,19,3,1410,600,50,110,180,10,50,120,116,"Hertha BSC","Germany","Germany","Forward","right",8e+08,0
"Davie Selke","2017-2018",22,1886,10,0,4,0,48,23,2820,609,140,150,480,100,150,180,126,"Hertha BSC","Germany","Germany","Forward","right",1.2e+07,0
"Davie Selke","2020-2021",25,813,3,1,4,0,44,12,1310,587,70,130,200,10,50,60,87,"Werder Bremen","Germany","Germany","Forward","right",2800000,0
"Davie Selke","2019-2020",24,960,1,1,3,0,19,3,1410,600,50,110,180,10,50,120,116,"Hertha BSC","Germany","Germany","Forward","right",8e+08,0
"Davinson Sánchez","2020-2021",24,1486,0,0,1,0,0,0,8490,869,0,290,50,10,540,1230,178,"Tottenham","England","Colombia","Defender","right",3.2e+07,1
"Davinson Sánchez","2019-2020",23,2431,0,0,6,0,0,3,12980,868,10,560,60,0,720,1600,155,"Tottenham","England","Colombia","Defender","right",4.8e+07,1
"Davinson Sánchez","2018-2019",22,1942,1,1,2,0,9,3,12980,915,10,510,90,20,640,1270,174,"Tottenham","England","Colombia","Defender","right",5.5e+07,1
"Davinson Sánchez","2017-2018",21,2534,0,0,1,1,0,1,16890,901,40,770,100,0,800,1680,216,"Tottenham","England","Colombia","Defender","right",4e+09,1
"Davor Lovren","2018-2019",19,46,0,0,0,0,0,1,120,632,0,10,10,0,10,0,0,"Düsseldorf","Germany","Croatia","Midfielder","left",6e+07,0
"Davy Klaassen","2019-2020",26,2936,7,5,7,0,37,15,10050,778,380,1230,820,140,940,540,94,"Werder Bremen","Germany","Netherlands","Midfielder","right",1.2e+07,0
"Davy Klaassen","2018-2019",25,2816,5,4,5,0,29,9,9360,746,360,1060,750,100,1050,520,152,"Werder Bremen","Germany","Netherlands","Midfielder","right",2.2e+07,0
"Davy Klaassen","2017-2018",24,251,0,0,0,0,0,2,840,792,20,110,20,0,60,20,157,"Everton","England","Netherlands","Midfielder","right",1.5e+07,0
"Davy Pröpper","2017-2018",25,3119,0,4,2,1,12,5,11040,786,200,1580,590,60,1440,920,109,"Brighton","England","Netherlands","Midfielder","right",1.5e+07,0
"Davy Pröpper","2020-2021",28,213,0,0,0,0,0,2,730,760,0,130,10,0,90,0,157,"Brighton","England","Netherlands","Midfielder","right",8e+08,0
"Davy Pröpper","2018-2019",26,2546,1,1,2,0,7,2,9870,785,200,1270,450,10,880,350,93,"Brighton","England","Netherlands","Midfielder","right",1.5e+07,0
"Davy Pröpper","2019-2020",27,2829,1,2,4,0,1,8,14830,831,270,1840,630,40,900,430,109,"Brighton","England","Netherlands","Midfielder","right",13500000,0
"Dawid Kownacki","2019-2020",22,1093,0,0,4,0,0,11,2140,688,110,200,340,20,270,120,7,"Düsseldorf","Germany","Poland","Forward","right",4800000,0
"Dawid Kownacki","2018-2019",21,168,1,1,0,0,107,1,670,807,70,50,120,20,10,0,146,"Sampdoria","Italy","Poland","Forward","right",9e+08,0
"Dawid Kownacki","2017-2018",20,823,5,2,0,0,77,12,2000,735,60,160,190,50,100,50,118,"Sampdoria","Italy","Poland","Forward","right",7e+08,0
"Dawid Kownacki","2018-2019",21,575,4,0,2,0,63,5,1060,693,50,110,130,20,110,90,13,"Düsseldorf","Germany","Poland","Midfielder","right",9e+08,0
"Dawid Kownacki","2018-2019",21,168,1,1,0,0,107,1,670,807,70,50,120,20,10,0,146,"Sampdoria","Italy","Poland","Forward","right",9e+08,0
"Dawid Kownacki","2018-2019",21,575,4,0,2,0,63,5,1060,693,50,110,130,20,110,90,13,"Düsseldorf","Germany","Poland","Midfielder","right",9e+08,0
"Dayot Upamecano","2019-2020",20,2357,0,1,8,1,4,4,17660,898,80,1540,290,50,850,1070,186,"RB Leipzig","Germany","France","Defender","right",4.5e+07,1
"Dayot Upamecano","2020-2021",21,2330,1,0,6,0,4,6,19530,891,80,1230,240,10,880,950,172,"RB Leipzig","Germany","France","Defender","right",6e+09,1
"Dayot Upamecano","2018-2019",19,1293,0,0,5,0,0,1,6020,827,10,520,90,10,520,600,16,"RB Leipzig","Germany","France","Defender","right",3e+09,1
"Dayot Upamecano","2017-2018",18,2268,3,0,3,1,12,8,12120,839,60,1030,160,0,880,1520,168,"RB Leipzig","Germany","France","Defender","right",3e+09,1
"Dean Whitehead","2017-2018",35,71,0,0,0,0,0,0,440,880,0,0,0,0,20,10,0,"Huddersfield","England","England","Midfielder","right",250000,0
"DeAndre Yedlin","2017-2018",24,2845,0,2,5,0,6,0,10350,755,200,770,460,20,1110,1180,112,"Newcastle Utd","England","United States","Defender","right",8e+08,1
"DeAndre Yedlin","2018-2019",25,2473,1,2,6,1,11,2,7840,719,300,720,410,60,850,840,97,"Newcastle Utd","England","United States","Defender","right",8e+08,1
"DeAndre Yedlin","2019-2020",26,938,1,0,3,0,1,1,2280,722,70,160,150,0,270,210,125,"Newcastle Utd","England","United States","Defender","right",6500000,1
"Declan Rice","2017-2018",18,1430,0,0,1,0,0,0,4670,807,20,340,80,0,660,870,123,"West Ham","England","England","Defender","right",1e+09,0
"Declan Rice","2020-2021",21,2879,2,1,2,0,9,7,12980,862,190,940,490,30,1450,460,175,"West Ham","England","England","Midfielder","right",6.5e+07,0
"Declan Rice","2018-2019",19,3003,2,0,4,0,6,5,13540,874,90,780,300,40,1600,660,144,"West Ham","England","England","Midfielder","right",4.5e+07,0
"Declan Rice","2019-2020",20,3420,1,3,6,0,11,9,14760,860,220,1120,470,70,1720,620,103,"West Ham","England","England","Midfielder","right",49500000,0
"Dedryck Boyata","2020-2021",29,1545,1,0,3,0,6,1,9110,889,50,320,80,0,340,800,116,"Hertha BSC","Germany","Belgium","Defender","right",8e+08,1
"Dedryck Boyata","2019-2020",28,2436,4,1,8,1,18,4,12190,906,30,430,60,10,810,1930,129,"Hertha BSC","Germany","Belgium","Defender","right",8e+08,1
"Deian Boldor","2017-2018",22,90,0,0,1,0,0,0,270,794,10,20,10,0,50,70,15,"Hellas Verona","Italy","Romania","Defender","left",2e+07,0
"Dejan Kulusevski","2019-2020",19,2930,10,8,3,0,55,24,9050,782,760,1220,1390,160,590,130,125,"Parma","Italy","Sweden","Forward","left",31500000,0
"Dejan Kulusevski","2020-2021",20,1923,4,3,7,0,33,7,6120,780,520,730,940,60,450,10,203,"Juventus","Italy","Sweden","Midfielder","left",4e+09,0
"Dejan Kulusevski","2018-2019",18,105,0,0,0,0,0,1,450,703,0,60,10,0,30,0,10,"Atalanta","Italy","Sweden","Midfielder","left",1e+08,0
"Dejan Lovren","2017-2018",28,2127,2,1,4,0,13,4,15760,911,40,860,150,20,840,2140,207,"Liverpool","England","Croatia","Defender","right",2e+09,0
"Dejan Lovren","2019-2020",30,777,0,1,1,0,12,1,5300,879,10,340,50,20,240,810,25,"Liverpool","England","Croatia","Defender","right",1.6e+07,0
"Dejan Lovren","2018-2019",29,986,1,0,1,0,9,1,7160,886,10,270,50,10,280,700,262,"Liverpool","England","Croatia","Defender","right",2e+09,0
"Dele Alli","2020-2021",24,620,0,1,0,0,15,4,2700,801,80,270,220,30,300,40,133,"Tottenham","England","England","Midfielder","right",3e+09,1
"Dele Alli","2019-2020",23,1847,8,4,2,0,58,18,6210,771,220,650,540,120,480,170,14,"Tottenham","England","England","Midfielder","right",6.4e+07,1
"Dele Alli","2017-2018",21,2958,9,10,7,0,58,17,9980,780,590,1350,1240,200,840,190,203,"Tottenham","England","England","Midfielder","right",1e+10,1
"Dele Alli","2018-2019",22,1825,5,3,4,0,39,18,8380,798,280,960,620,50,490,170,172,"Tottenham","England","England","Midfielder","right",9e+09,1
"Demarai Gray","2020-2021",24,19,0,0,0,0,0,0,70,636,0,0,0,0,20,0,10,"Leicester City","England","England","Forward","right",8e+08,1
"Demarai Gray","2018-2019",22,1985,4,1,2,0,23,19,5270,740,120,440,420,50,330,130,141,"Leicester City","England","England","Forward","right",2e+09,1
"Demarai Gray","2020-2021",24,442,1,2,0,0,61,7,1200,670,80,150,160,20,50,70,10,"Leverkusen","Germany","England","Forward","right",8e+08,1
"Demarai Gray","2017-2018",21,1697,3,1,2,0,21,9,4680,716,270,290,490,90,390,120,129,"Leicester City","England","England","Midfielder","right",2e+09,1
"Demarai Gray","2019-2020",23,622,2,3,1,0,72,6,2710,829,150,220,290,60,130,20,176,"Leicester City","England","England","Midfielder","right",14500000,1
"Denilho Cleonise","2019-2020",17,47,0,0,2,0,0,0,70,1000,0,0,10,0,20,0,5,"Genoa","Italy","Netherlands","Forward","left",1e+08,1
"Denis Bouanga","2020-2021",25,2720,7,4,7,0,36,35,5350,667,240,570,830,130,850,360,128,"Saint-Étienne","France","Gabon","Midfielder","right",9e+08,1
"Denis Bouanga","2018-2019",23,2633,8,2,5,0,34,33,4560,673,310,480,780,60,760,220,146,"Nîmes","France","Gabon","Forward","right",6e+08,1
"Denis Bouanga","2019-2020",24,2042,10,3,4,0,57,34,4080,680,140,410,600,60,690,200,115,"Saint-Étienne","France","Gabon","Forward","right",8e+08,1
"Denis Cheryshev","2020-2021",29,1101,0,3,3,0,25,5,2090,618,150,360,260,40,300,150,105,"Valencia","Spain","Russian Federation","Midfielder","left",3500000,0
"Denis Cheryshev","2019-2020",28,926,1,2,5,0,29,7,2400,688,80,250,210,40,200,90,142,"Valencia","Spain","Russian Federation","Midfielder","left",4800000,0
"Denis Cheryshev","2017-2018",26,931,2,1,2,0,29,9,2300,663,180,290,300,20,270,50,188,"Villarreal","Spain","Russian Federation","Midfielder","left",3e+08,0
"Denis Cheryshev","2018-2019",27,1706,2,2,2,0,21,7,4720,654,350,660,610,40,640,190,163,"Valencia","Spain","Russian Federation","Midfielder","left",6e+08,0
"Denis Odoi","2020-2021",32,270,0,0,1,0,0,1,1530,827,10,100,50,0,40,110,0,"Fulham","England","Belgium","Defender","right",6e+07,1
"Denis Odoi","2018-2019",30,2594,0,1,4,0,3,1,11500,827,110,780,230,20,1140,1750,84,"Fulham","England","Belgium","Defender","right",2500000,1
"Denis Suárez","2018-2019",24,71,0,0,0,0,0,0,320,914,0,10,30,0,20,0,225,"Arsenal","England","Spain","Forward","right",1.2e+07,0
"Denis Suárez","2018-2019",24,71,0,0,0,0,0,0,320,914,0,10,30,0,20,0,225,"Arsenal","England","Spain","Forward","right",1.2e+07,0
"Denis Suárez","2019-2020",25,1630,1,5,2,0,33,9,6640,758,430,810,570,50,360,70,104,"Celta Vigo","Spain","Spain","Midfielder","right",9500000,0
"Denis Suárez","2018-2019",24,19,0,0,0,0,0,1,140,700,10,10,0,0,0,0,30,"Barcelona","Spain","Spain","Midfielder","right",1.2e+07,0
"Denis Suárez","2020-2021",26,2852,0,9,10,0,28,3,16270,807,420,1700,780,150,930,200,143,"Celta Vigo","Spain","Spain","Midfielder","right",1.2e+07,0
"Denis Suárez","2018-2019",24,19,0,0,0,0,0,1,140,700,10,10,0,0,0,0,30,"Barcelona","Spain","Spain","Midfielder","right",1.2e+07,0
"Denis Suárez","2017-2018",23,602,2,2,1,0,6,5,3110,821,140,260,220,40,140,10,239,"Barcelona","Spain","Spain","Midfielder","right",1.5e+07,0
"Denis Vavro","2019-2020",23,328,0,0,0,0,0,0,1880,917,0,110,10,0,50,170,164,"Lazio","Italy","Slovakia","Defender","right",6500000,0
"Denis Vavro","2020-2021",24,611,0,0,1,0,0,2,2350,783,10,150,70,0,210,340,127,"Huesca","Spain","Slovakia","Defender","right",4e+08,0
"Denis Vavro","2020-2021",24,32,0,0,0,0,0,0,170,1000,0,10,0,0,0,30,0,"Lazio","Italy","Slovakia","Defender","right",4e+08,0
"Denis Zakaria","2017-2018",20,2296,2,1,11,0,12,4,8820,884,140,550,360,40,1160,350,13,"M'Gladbach","Germany","Switzerland","Midfielder","right",2e+09,1
"Denis Zakaria","2018-2019",21,1959,4,0,7,0,18,10,6420,826,140,660,320,60,770,260,165,"M'Gladbach","Germany","Switzerland","Midfielder","right",2e+09,1
"Denis Zakaria","2020-2021",23,1419,1,1,5,0,13,2,5870,885,90,550,180,10,570,350,148,"M'Gladbach","Germany","Switzerland","Midfielder","right",3e+09,1
"Denis Zakaria","2019-2020",22,1947,2,2,7,0,18,5,7870,867,110,880,260,40,960,390,20,"M'Gladbach","Germany","Switzerland","Midfielder","right",3.6e+07,1
"Dennis Aogo","2017-2018",30,1954,0,6,5,0,28,1,9640,809,240,740,400,60,580,280,155,"Stuttgart","Germany","Germany","Midfielder","left",1500000,1
"Dennis Aogo","2018-2019",31,1025,0,0,1,0,0,1,4650,823,140,300,200,0,250,180,113,"Stuttgart","Germany","Germany","Midfielder","left",1500000,1
"Dennis Appiah","2020-2021",28,1556,0,2,3,0,12,0,6340,736,110,790,240,50,790,700,114,"Nantes","France","France","Defender","right",1800000,1
"Dennis Appiah","2019-2020",27,1605,0,0,2,0,0,0,7440,772,80,600,180,0,780,650,137,"Nantes","France","France","Defender","right",1400000,1
"Dennis Diekmeier","2017-2018",27,1868,0,3,4,0,14,2,5620,610,210,870,360,50,590,420,91,"Hamburger SV","Germany","Germany","Defender","right",1500000,0
"Dennis Geiger","2017-2018",19,1588,2,1,9,0,17,5,6950,852,250,710,460,20,710,70,171,"Hoffenheim","Germany","Germany","Midfielder","right",5e+08,0
"Dennis Geiger","2018-2019",20,246,0,1,1,0,37,2,1320,898,70,110,130,20,40,10,125,"Hoffenheim","Germany","Germany","Midfielder","right",8500000,0
"Dennis Geiger","2020-2021",22,658,1,1,4,1,27,3,2920,825,140,400,240,10,230,10,133,"Hoffenheim","Germany","Germany","Midfielder","right",1e+09,0
"Dennis Geiger","2019-2020",21,1136,0,3,3,0,24,1,5160,831,270,580,410,40,220,60,138,"Hoffenheim","Germany","Germany","Midfielder","right",1.1e+07,0
"Dennis Jastrzembski","2019-2020",19,177,0,0,0,0,0,1,380,717,20,20,30,10,40,0,5,"Paderborn 07","Germany","Poland","Defender","left",450000,0
"Dennis Jastrzembski","2018-2019",18,61,0,0,1,0,0,0,190,826,10,0,30,10,0,0,18,"Hertha BSC","Germany","Poland","Defender","left",8e+07,0
"Dennis Man","2020-2021",21,699,2,1,1,0,39,6,2200,843,40,280,160,40,170,50,5,"Parma","Italy","Romania","Forward","left",1e+09,0
"Dennis Praet","2020-2021",26,718,1,1,0,0,25,2,2480,792,70,200,130,20,210,30,207,"Leicester City","England","Belgium","Midfielder","right",1.8e+07,0
"Dennis Praet","2018-2019",24,2890,2,3,6,0,16,12,15600,831,370,1470,800,40,980,360,138,"Sampdoria","Italy","Belgium","Midfielder","right",2.4e+07,0
"Dennis Praet","2019-2020",25,1134,1,2,2,0,24,3,4460,827,90,330,230,40,430,130,141,"Leicester City","England","Belgium","Midfielder","right",1.9e+07,0
"Dennis Praet","2017-2018",23,2657,1,3,4,0,14,9,12360,818,350,1420,790,90,1250,220,138,"Sampdoria","Italy","Belgium","Midfielder","right",2.5e+07,0
"Dennis Srbeny","2019-2020",25,47,1,0,0,0,191,1,170,739,0,10,0,0,50,10,88,"Norwich City","England","Germany","Midfielder","right",8e+07,0
"Dennis Srbeny","2019-2020",25,47,1,0,0,0,191,1,170,739,0,10,0,0,50,10,88,"Norwich City","England","Germany","Midfielder","right",8e+07,0
"Dennis Srbeny","2019-2020",25,1119,5,1,2,0,48,10,1730,629,70,180,250,30,160,80,47,"Paderborn 07","Germany","Germany","Forward","right",8e+07,0
"Dennis Srbeny","2019-2020",25,1119,5,1,2,0,48,10,1730,629,70,180,250,30,160,80,47,"Paderborn 07","Germany","Germany","Forward","right",8e+07,0
"Dereck Kutesa","2019-2020",21,528,1,0,0,0,17,2,1120,737,40,170,70,20,80,20,71,"Reims","France","Switzerland","Forward","right",1400000,1
"Dereck Kutesa","2020-2021",22,687,1,2,2,0,39,4,1050,673,80,130,160,20,210,20,93,"Reims","France","Switzerland","Midfielder","right",2e+08,1
"Derrick Luckassen","2018-2019",23,250,0,0,0,0,0,0,1660,892,0,130,10,0,50,120,125,"Hertha BSC","Germany","Netherlands","Defender","right",3e+08,1
"Deyovaisio Zeefuik","2020-2021",22,905,1,0,4,1,1,2,3700,757,140,310,270,0,270,320,109,"Hertha BSC","Germany","Netherlands","Defender","right",4e+08,1
"Deyverson","2019-2020",28,204,0,1,2,0,44,1,340,500,40,90,50,20,10,50,18,"Getafe","Spain","Brazil","Forward","left",4e+08,1
"Diafra Sakho","2018-2019",28,144,0,0,0,0,0,0,170,630,0,0,30,0,40,10,15,"Rennes","France","Senegal","Forward","right",2e+08,1
"Diafra Sakho","2017-2018",27,779,2,1,1,0,35,5,980,700,50,80,110,0,40,50,162,"Rennes","France","Senegal","Forward","right",5e+08,1
"Diafra Sakho","2017-2018",27,779,2,1,1,0,35,5,980,700,50,80,110,0,40,50,162,"Rennes","France","Senegal","Forward","right",5e+08,1
"Diafra Sakho","2017-2018",27,306,2,0,2,0,59,3,490,690,10,30,60,10,90,20,107,"West Ham","England","Senegal","Forward","right",5e+08,1
"Diafra Sakho","2017-2018",27,306,2,0,2,0,59,3,490,690,10,30,60,10,90,20,107,"West Ham","England","Senegal","Forward","right",5e+08,1
"Diego Carlos","2017-2018",24,2292,1,0,7,1,4,6,6800,748,70,580,150,0,830,1050,121,"Nantes","France","Brazil","Defender","right",1e+09,1
"Diego Carlos","2018-2019",25,3148,2,0,8,0,6,4,13890,827,70,1150,270,30,880,2100,134,"Nantes","France","Brazil","Defender","right",1.3e+07,1
"Diego Carlos","2020-2021",27,2788,1,0,11,1,3,5,17420,908,60,500,150,10,540,1420,197,"Sevilla","Spain","Brazil","Defender","right",4.5e+07,1
"Diego Carlos","2019-2020",26,3134,2,0,7,0,6,2,16000,866,80,550,170,10,630,2400,186,"Sevilla","Spain","Brazil","Defender","right",3.2e+07,1
"Diego Contento","2017-2018",27,108,0,0,0,0,0,0,240,750,10,20,20,20,30,60,20,"Bordeaux","France","Germany","Defender","left",1500000,0
"Diego Costa","2017-2018",28,1034,3,3,7,2,52,11,2480,756,130,210,240,60,150,40,22,"Atlético Madrid","Spain","Spain","Forward","right",6e+09,0
"Diego Costa","2019-2020",30,1350,5,4,5,0,6,8,2600,710,130,260,290,50,130,120,191,"Atlético Madrid","Spain","Spain","Forward","right",14500000,0
"Diego Costa","2018-2019",29,1112,2,2,4,1,32,10,2200,707,90,160,190,20,80,60,181,"Atlético Madrid","Spain","Spain","Forward","right",2.5e+07,0
"Diego Demme","2019-2020",27,1211,0,0,3,0,0,2,9330,867,120,840,330,20,570,260,218,"RB Leipzig","Germany","Germany","Midfielder","right",13500000,0
"Diego Demme","2020-2021",28,1590,2,3,6,0,28,5,11170,894,180,670,360,30,790,230,217,"Napoli","Italy","Germany","Midfielder","right",1.6e+07,0
"Diego Demme","2019-2020",27,902,1,0,6,0,1,1,7150,914,90,470,180,10,250,120,173,"Napoli","Italy","Germany","Midfielder","right",13500000,0
"Diego Demme","2019-2020",27,1211,0,0,3,0,0,2,9330,867,120,840,330,20,570,260,218,"RB Leipzig","Germany","Germany","Midfielder","right",13500000,0
"Diego Demme","2017-2018",25,2284,0,3,4,0,12,4,16910,829,280,1780,730,100,1000,470,163,"RB Leipzig","Germany","Germany","Midfielder","right",9e+08,0
"Diego Demme","2019-2020",27,902,1,0,6,0,1,1,7150,914,90,470,180,10,250,120,173,"Napoli","Italy","Germany","Midfielder","right",13500000,0
"Diego Demme","2018-2019",26,2055,0,2,4,0,9,2,11880,795,270,1530,570,20,950,210,188,"RB Leipzig","Germany","Germany","Midfielder","right",1.7e+07,0
"Diego Falcinelli","2017-2018",26,440,0,0,0,0,0,4,840,750,50,60,180,40,40,30,192,"Fiorentina","Italy","Italy","Forward","left",3800000,0
"Diego Falcinelli","2017-2018",26,440,0,0,0,0,0,4,840,750,50,60,180,40,40,30,192,"Fiorentina","Italy","Italy","Forward","left",3800000,0
"Diego Falcinelli","2018-2019",27,703,0,1,0,0,13,4,1150,762,60,80,140,20,80,20,75,"Bologna","Italy","Italy","Forward","left",3e+08,0
"Diego Falcinelli","2017-2018",26,1314,2,1,2,0,21,13,1670,679,90,120,240,10,80,40,95,"Sassuolo","Italy","Italy","Forward","left",3800000,0
"Diego Falcinelli","2017-2018",26,1314,2,1,2,0,21,13,1670,679,90,120,240,10,80,40,95,"Sassuolo","Italy","Italy","Forward","left",3800000,0
"Diego Farias","2019-2020",29,824,2,0,3,1,22,6,2940,810,130,330,370,40,160,40,78,"Lecce","Italy","Brazil","Forward","right",3500000,0
"Diego Farias","2018-2019",28,700,3,0,3,0,39,10,1880,774,40,180,380,80,160,50,94,"Cagliari","Italy","Brazil","Forward","right",4500000,0
"Diego Farias","2018-2019",28,1193,4,4,1,0,6,15,2660,794,220,320,150,0,100,30,131,"Empoli","Italy","Brazil","Forward","right",4500000,0
"Diego Farias","2020-2021",30,1514,4,2,5,0,36,10,5370,814,310,620,520,30,250,30,10,"Spezia","Italy","Brazil","Forward","right",2500000,0
"Diego Farias","2017-2018",27,1609,1,4,4,0,28,16,4540,798,180,430,400,50,330,30,121,"Cagliari","Italy","Brazil","Forward","right",3300000,0
"Diego Farias","2018-2019",28,1193,4,4,1,0,6,15,2660,794,220,320,150,0,100,30,131,"Empoli","Italy","Brazil","Forward","right",4500000,0
"Diego Farias","2018-2019",28,700,3,0,3,0,39,10,1880,774,40,180,380,80,160,50,94,"Cagliari","Italy","Brazil","Forward","right",4500000,0
"Diego Godín","2017-2018",31,2554,0,0,6,0,0,6,10260,838,40,530,140,10,890,1090,227,"Atlético Madrid","Spain","Uruguay","Defender","right",3.5e+07,0
"Diego Godín","2020-2021",34,2508,1,0,3,0,4,4,12850,857,70,670,200,20,1060,1840,118,"Cagliari","Italy","Uruguay","Defender","right",2e+08,0
"Diego Godín","2018-2019",32,2509,3,1,6,0,14,8,8560,812,20,540,90,30,1030,1580,203,"Atlético Madrid","Spain","Uruguay","Defender","right",2e+09,0
"Diego Godín","2019-2020",33,1628,1,1,5,0,11,2,9350,857,100,700,250,30,680,820,204,"Inter","Italy","Uruguay","Defender","right",8e+08,0
"Diego González","2017-2018",22,1427,1,0,5,0,6,3,4100,716,70,280,120,0,350,450,39,"Málaga","Spain","Spain","Defender","left",2e+08,0
"Diego González","2020-2021",25,1280,1,0,5,0,7,2,6560,904,10,310,40,0,310,830,95,"Elche","Spain","Spain","Defender","left",1e+08,0
"Diego Lainez","2020-2021",20,862,0,2,5,0,21,4,2840,789,130,310,270,60,290,60,176,"Betis","Spain","Mexico","Forward","left",8e+08,0
"Diego Lainez","2019-2020",19,348,0,0,0,0,0,2,890,748,20,80,40,0,70,10,107,"Betis","Spain","Mexico","Midfielder","left",9e+08,0
"Diego Lainez","2018-2019",18,353,0,1,2,0,25,2,1110,835,60,80,120,10,40,10,92,"Betis","Spain","Mexico","Midfielder","left",1.4e+07,0
"Diego Laxalt","2018-2019",25,651,0,0,2,0,0,3,2940,756,70,190,170,10,270,120,185,"Milan","Italy","Uruguay","Defender","left",1.2e+07,0
"Diego Laxalt","2019-2020",26,172,0,0,1,0,0,1,950,798,10,130,60,10,40,20,20,"Milan","Italy","Uruguay","Defender","left",5500000,0
"Diego Laxalt","2019-2020",26,596,0,1,3,0,15,1,2140,721,60,180,80,10,280,180,125,"Torino","Italy","Uruguay","Defender","left",5500000,0
"Diego Laxalt","2019-2020",26,172,0,0,1,0,0,1,950,798,10,130,60,10,40,20,20,"Milan","Italy","Uruguay","Defender","left",5500000,0
"Diego Laxalt","2019-2020",26,596,0,1,3,0,15,1,2140,721,60,180,80,10,280,180,125,"Torino","Italy","Uruguay","Defender","left",5500000,0
"Diego Laxalt","2017-2018",24,2806,3,3,2,0,19,5,9340,710,240,890,520,40,770,400,125,"Genoa","Italy","Uruguay","Defender","left",1.3e+07,0
"Diego Llorente","2017-2018",23,2324,3,1,8,2,15,8,13290,872,10,880,60,0,630,690,104,"Real Sociedad","Spain","Spain","Defender","right",17500000,0
"Diego Llorente","2018-2019",24,1752,0,0,5,0,0,1,9310,853,20,500,80,0,480,1150,162,"Real Sociedad","Spain","Spain","Defender","right",2.5e+07,0
"Diego Llorente","2020-2021",26,90,0,0,0,0,0,0,480,889,0,10,0,0,10,110,10,"Real Sociedad","Spain","Spain","Defender","right",2e+09,0
"Diego Llorente","2019-2020",25,2327,1,1,7,1,8,4,14100,882,40,570,140,20,510,1390,128,"Real Sociedad","Spain","Spain","Defender","right",2e+09,0
"Diego Llorente","2020-2021",26,1204,1,0,1,0,7,3,5680,854,40,230,60,10,800,720,18,"Leeds United","England","Spain","Defender","right",2e+09,0
"Diego Perotti","2019-2020",31,875,5,3,3,1,82,4,3050,780,230,290,410,30,230,50,176,"Roma","Italy","Argentina","Forward","right",6500000,0
"Diego Perotti","2018-2019",30,668,5,0,3,0,67,6,2680,753,160,240,340,10,180,30,138,"Roma","Italy","Argentina","Forward","right",1.2e+07,0
"Diego Perotti","2017-2018",29,1609,5,3,0,0,45,11,7080,770,390,730,880,90,320,60,196,"Roma","Italy","Argentina","Forward","right",2e+09,0
"Diego Reyes","2018-2019",25,320,0,0,1,0,0,0,1500,847,10,160,10,0,90,280,15,"Leganés","Spain","Mexico","Defender","right",2e+08,0
"Diego Rico","2019-2020",26,2332,0,4,6,0,15,3,10120,682,330,1290,510,60,970,980,107,"Bournemouth","England","Spain","Defender","left",8e+08,0
"Diego Rico","2018-2019",25,612,0,0,1,0,0,0,2660,684,110,340,150,20,300,190,25,"Bournemouth","England","Spain","Defender","left",9e+08,0
"Diego Rico","2017-2018",24,2228,2,2,9,2,16,9,8670,669,330,1310,580,30,1240,200,112,"Leganés","Spain","Spain","Defender","left",2500000,0
"Diego Rolán","2018-2019",25,215,0,0,0,0,0,0,680,723,20,30,70,10,80,10,67,"Leganés","Spain","Uruguay","Midfielder","right",2e+08,1
"Diego Rolán","2017-2018",24,1947,5,0,0,0,23,17,4640,766,170,470,450,20,370,50,35,"Málaga","Spain","Uruguay","Forward","right",3500000,1
"Diego Rolán","2018-2019",25,298,0,0,1,0,0,2,730,820,20,50,80,0,90,30,10,"Alavés","Spain","Uruguay","Forward","right",2e+08,1
"Diego Rolán","2018-2019",25,215,0,0,0,0,0,0,680,723,20,30,70,10,80,10,67,"Leganés","Spain","Uruguay","Midfielder","right",2e+08,1
