Season;Player;player_foot;market_value
2020-2021;Daniele Padelli;right;4,00E+05
2018-2019;Daniele Ragatzu;right;4,00E+05
2018-2019;Danilo Soddimo;right;4,00E+05
2020-2021;Darío Poveda;right;4,00E+05
2017-2018;David Ivan;right;4,00E+05
2017-2018;David Milinkovic;right;4,00E+05
2018-2019;Denis Petric;right;4,00E+05
2020-2021;Djavan Anderson;right;4,00E+05
2017-2018;Domenico Maietta;right;4,00E+05
2019-2020;Dragan Rosic;left;4,00E+05
2019-2020;Edoardo Vergani;right;4,00E+05
2020-2021;Erick Ferigra;right;4,00E+05
2018-2019;Ettore Gliozzi;right;4,00E+05
2017-2018;Férébory Doré;right;4,00E+05
2018-2019;Férébory Doré;right;4,00E+05
2018-2019;Fabio Eguelfi;left;4,00E+05
2017-2018;Fabio Lucioni;left;4,00E+05
2017-2018;Farid Boulaya;right;4,00E+05
2017-2018;Farid Boulaya;right;4,00E+05
2019-2020;Federico Peluso;left;4,00E+05
2020-2021;Federico Peluso;left;4,00E+05
2018-2019;Federico Valietti;right;4,00E+05
2018-2019;Filip Djordjevic;left;4,00E+05
2018-2019;Filip Manojlovic;right;4,00E+05
2017-2018;Florian Baak;right;4,00E+05
2018-2019;Florian Baak;right;4,00E+05
2019-2020;Florian Kath;left;4,00E+05
2020-2021;Francesco Magnanelli;right;4,00E+05
2018-2019;Francisco Sierralta;right;4,00E+05
2018-2019;Francisco Sierralta;right;4,00E+05
2019-2020;Gaëtan Belaud;right;4,00E+05
2018-2019;Gaëtan Bussmann;left;4,00E+05
2018-2019;Gabriele Rolando;right;4,00E+05
2020-2021;Gennaro Acampora;left;4,00E+05
2018-2019;Gian Filippo Felicioli;left;4,00E+05
2018-2019;Goran Pandev;left;4,00E+05
2018-2019;Gorka Elustondo;right;4,00E+05
2017-2018;Grigoris Kastanos;left;4,00E+05
2018-2019;Grigoris Kastanos;left;4,00E+05
2017-2018;Henri Bedimo;left;4,00E+05
2019-2020;Heurelho Gomes;right;4,00E+05
2020-2021;Hugo Novoa;right;4,00E+05
2017-2018;Igor Bubnjic;left;4,00E+05
2018-2019;Igor Lasicki;right;4,00E+05
2020-2021;Ilia Gruev;left;4,00E+05
2020-2021;Issouf Sissokho;right;4,00E+05
2018-2019;Ivan Vargic;right;4,00E+05
2018-2019;Jérémy Livolant;right;4,00E+05
2020-2021;Jérémy Morel;left;4,00E+05
2020-2021;Jacques Siwe;right;4,00E+05
2019-2020;Javi Díaz;right;4,00E+05
2020-2021;Javi Díaz;right;4,00E+05
2017-2018;Jeff Louis;left;4,00E+05
2017-2018;Jherson Vergara;right;4,00E+05
2018-2019;Jonathan Mexique;right;4,00E+05
2018-2019;Jonathan Toro;right;4,00E+05
2017-2018;Jordan Leborgne;right;4,00E+05
2018-2019;José Antonio Caro;right;4,00E+05
2018-2019;José León;left;4,00E+05
2020-2021;Joscha Wosz;right;4,00E+05
2020-2021;Josh Benson;right;4,00E+05
2020-2021;Josip Stanisic;both;4,00E+05
2017-2018;Juan Manuel Valencia;right;4,00E+05
2019-2020;Juan Pérez;right;4,00E+05
2019-2020;Julian Ryerson;right;4,00E+05
2020-2021;Julian Schieber;left;4,00E+05
2017-2018;Julien Féret;right;4,00E+05
2019-2020;Julien Fabri;right;4,00E+05
2020-2021;Julien Faussurier;right;4,00E+05
2017-2018;Julius Kade;left;4,00E+05
2018-2019;Julius Kade;left;4,00E+05
2018-2019;Kamil Grabara;right;4,00E+05
2019-2020;Ken Reichel;left;4,00E+05
2018-2019;Kevin Yamga;right;4,00E+05
2019-2020;Khiry Shelton;right;4,00E+05
2020-2021;Lee Peltier;right;4,00E+05
2017-2018;Leo Suárez;left;4,00E+05
2018-2019;Leonardo Candellone;right;4,00E+05
2018-2019;Levan Mchedlidze;left;4,00E+05
2017-2018;Lorenzo Del Pinto;right;4,00E+05
2017-2018;Luca Crecco;left;4,00E+05
2019-2020;Luca Rigoni;right;4,00E+05
2019-2020;Luca Rossettini;right;4,00E+05
2019-2020;Luis Perea;right;4,00E+05
2018-2019;Lukas Zima;right;4,00E+05
2018-2019;Manuel Iturra;right;4,00E+05
2018-2019;Manuel Nocciolini;right;4,00E+05
2017-2018;Marc-Aurèle Caillard;right;4,00E+05
2017-2018;Marcello Gazzola;right;4,00E+05
2017-2018;Marco Borriello;left;4,00E+05
2017-2018;Marco Borriello;left;4,00E+05
2019-2020;Marco Russ;right;4,00E+05
2018-2019;Marco Sau;right;4,00E+05
2018-2019;Marco Sau;right;4,00E+05
2018-2019;Mariano Barbosa;right;4,00E+05
2017-2018;Marijan Cavar;right;4,00E+05
2018-2019;Marijan Cavar;right;4,00E+05
2020-2021;Mark Gillespie;right;4,00E+05
2019-2020;Marlon Ritter;both;4,00E+05
2018-2019;Martín Mantovani;right;4,00E+05
2018-2019;Martín Merquelanz;left;4,00E+05
2017-2018;Matheus Cassini;left;4,00E+05
2017-2018;Matheus Pereira;left;4,00E+05
2019-2020;Matias Fonseca;right;4,00E+05
2020-2021;Mato Jajalo;right;4,00E+05
2019-2020;Matthias Bader;right;4,00E+05
2018-2019;Matthieu Dreyer;right;4,00E+05
2017-2018;Matthieu Udol;left;4,00E+05
2017-2018;Mattia Aramu;left;4,00E+05
2018-2019;Mattia Vitale;left;4,00E+05
2018-2019;Max Besuschkow;right;4,00E+05
2020-2021;Merveille Papela;right;4,00E+05
2019-2020;Michael Esser;right;4,00E+05
2017-2018;Michele Cremonesi;both;4,00E+05
2018-2019;Michele Cremonesi;both;4,00E+05
2019-2020;Mirko Valdifiori;right;4,00E+05
2020-2021;Mouez Hassen;right;4,00E+05
2020-2021;Mouhamadou Drammeh;left;4,00E+05
2019-2020;Nícolas;right;4,00E+05
2018-2019;Nando García;right;4,00E+05
2018-2019;Nehuén Paz;left;4,00E+05
2020-2021;Neyder Lozano;left;4,00E+05
2019-2020;Ngonda Muzinga;left;4,00E+05
2017-2018;Niccolò Zanellato;right;4,00E+05
2017-2018;Niccolò Zanellato;right;4,00E+05
2017-2018;Nicholas Pierini;right;4,00E+05
2018-2019;Nicky Beloko;right;4,00E+05
2018-2019;Niclas Stierlin;right;4,00E+05
2018-2019;Nicola Citro;left;4,00E+05
2018-2019;Nicola Rauti;right;4,00E+05
2017-2018;Nicolás Spolli;right;4,00E+05
2020-2021;Nicolò Armini;right;4,00E+05
2018-2019;Nicolò Cambiaghi;right;4,00E+05
2017-2018;Niklas Dorsch;right;4,00E+05
2018-2019;Patrick Kammerbauer;right;4,00E+05
2019-2020;Paul Delecroix;right;4,00E+05
2018-2019;Pawel Jaroszynski;left;4,00E+05
2020-2021;Pepe Sánchez;right;4,00E+05
2019-2020;Peter Pekarik;right;4,00E+05
2017-2018;Philipp Klement;left;4,00E+05
2018-2019;Philipp Tschauner;right;4,00E+05
2019-2020;Pietro Terracciano;right;4,00E+05
2020-2021;Quini;right;4,00E+05
2019-2020;Rafa Navarro;right;4,00E+05
2018-2019;Rafa Páez;right;4,00E+05
2018-2019;Rajko Brezancic;left;4,00E+05
2019-2020;Renaud Cohade;right;4,00E+05
2019-2020;Ricardo Kishna;left;4,00E+05
2019-2020;Riccardo Fiamozzi;right;4,00E+05
2019-2020;Rodrigo Palacio;right;4,00E+05
2020-2021;Rodrigo Palacio;right;4,00E+05
2019-2020;Rolando Aarons;left;4,00E+05
2020-2021;Sébastien Cibois;right;4,00E+05
2020-2021;Salim Ben Seghir;right;4,00E+05
2017-2018;Salvador Ichazo;left;4,00E+05
2018-2019;Salvador Ichazo;left;4,00E+05
2018-2019;Sam Schreck;both;4,00E+05
2019-2020;Samúel Fridjónsson;right;4,00E+05
2017-2018;Sauli Väisänen;right;4,00E+05
2019-2020;Sidney Friede;right;4,00E+05
2018-2019;Silvio Proto;right;4,00E+05
2019-2020;Simon Moore;right;4,00E+05
2020-2021;Simon Moore;right;4,00E+05
2017-2018;Simone Calvano;right;4,00E+05
2019-2020;Soufyan Ahannach;right;4,00E+05
2020-2021;Stefano Turati;right;4,00E+05
2019-2020;Stephen Henderson;right;4,00E+05
2020-2021;Sven Schipplock;right;4,00E+05
2020-2021;Tòfol Montiel;left;4,00E+05
2018-2019;Théo Guivarch;right;4,00E+05
2019-2020;Thom Haye;right;4,00E+05
2017-2018;Thore Jacobsen;left;4,00E+05
2019-2020;Tiago Casasola;right;4,00E+05
2017-2018;Toño;right;4,00E+05
2019-2020;Tobias Sippel;right;4,00E+05
2020-2021;Tobias Sippel;right;4,00E+05
2018-2019;Uffe Bech;left;4,00E+05
2017-2018;Ulisses Garcia;left;4,00E+05
2018-2019;Unai Elgezabal;right;4,00E+05
2020-2021;Valon Behrami;right;4,00E+05
2020-2021;Vasco Regini;left;4,00E+05
2018-2019;Vincent Marcel;left;4,00E+05
2019-2020;Vlatko Stojanovski;right;4,00E+05
2020-2021;Wes Foderingham;left;4,00E+05
2020-2021;Wes Morgan;right;4,00E+05
2020-2021;Will Norris;right;4,00E+05
2020-2021;Yahya Soumaré;right;4,00E+05
2020-2021;Yannick Cahuzac;right;4,00E+05
2017-2018;Yoann Salmier;right;4,00E+05
2018-2019;Yusuf Sari;left;4,00E+05
2017-2018;Adam Jakubech;right;450000
2019-2020;Albert Lottin;right;450000
2019-2020;Alessandro Buongiorno;left;450000
2019-2020;Alessandro Tripaldelli;left;450000
2018-2019;Amos Pieper;right;450000
2019-2020;Andrea Adorante;right;450000
2019-2020;Andrea Danzi;right;450000
2019-2020;Anthony Racioppi;right;450000
2018-2019;Antonio Palumbo;left;450000
2019-2020;Bilal Boutobba;left;450000
2019-2020;Brayan Vera;left;450000
2018-2019;Christian D'Urso;right;450000
2019-2020;Clément Vidal;right;450000
2020-2021;Clément Vidal;right;450000
2019-2020;Connor Ronan;right;450000
2019-2020;Cyrill Akono;left;450000
2019-2020;Dennis Jastrzembski;left;450000
2018-2019;Federico Furlan;right;450000
2019-2020;George Hirst;right;450000
2019-2020;Giacomo Vrioni;left;450000
2019-2020;Ibrahim Cissé;right;450000
2019-2020;Jamie Cumming;right;450000
2019-2020;José Alonso Lara;right;450000
2019-2020;José Luis Rodríguez;left;450000
2019-2020;Kaylen Hinds;right;450000
2019-2020;Konrad de la Fuente;right;450000
2019-2020;Largie Ramazani;right;450000
2019-2020;Luca Plogmann;both;450000
2019-2020;Márton Dárdai;left;450000
2018-2019;Malick Mbaye;right;450000
2019-2020;Mamadou Doucouré;left;450000
2018-2019;Matheus Pereira;left;450000
2019-2020;Metehan Güçlü;left;450000
2018-2019;Michele Di Gregorio;right;450000
2019-2020;Nathan N'Goumou;right;450000
2017-2018;Ole Käuper;left;450000
2019-2020;Pipa;right;450000
2019-2020;Ryotaro Meshino;right;450000
2019-2020;Sam Surridge;right;450000
2019-2020;Sambou Sissoko;both;450000
2018-2019;Timothé Cognat;right;450000
2019-2020;Tom Dele-Bashiru;right;450000
2019-2020;Yannik Keitel;both;450000
2019-2020;Álvaro Aguado;right;475000
2019-2020;Abdallah Ndour;left;475000
2018-2019;Andrea Zaccagno;right;475000
2019-2020;Babacar Gueye;right;475000
2019-2020;Boris Radunović;right;475000
2019-2020;Bruno Soriano;left;475000
2019-2020;Christian Strohdiek;right;475000
2019-2020;Dani Torres;right;475000
2019-2020;Diego Contento;left;475000
2019-2020;Enrico Alfonso;right;475000
2019-2020;Felix Wiedwald;right;475000
2019-2020;Iñigo Pérez;left;475000
2019-2020;Ibrahim Cissé;right;475000
2019-2020;Joel Pereira;right;475000
2019-2020;José Antonio Caro;right;475000
2019-2020;Luismi;right;475000
2019-2020;Mauro Goicoechea;right;475000
2019-2020;Nenad Tomović;right;475000
2019-2020;Neyder Lozano;left;475000
2019-2020;Nicolai Rapp;right;475000
2019-2020;Nolan Mbemba;right;475000
2019-2020;Pierrick Valdivia;left;475000
2019-2020;Rifet Kapic;left;475000
2019-2020;Roberto Correa;right;475000
2019-2020;Saad Agouzoul;left;475000
2019-2020;Thiago Cionek;right;475000
2019-2020;Valon Behrami;right;475000
2017-2018;Étienne Didot;right;5,00E+05
2018-2019;Ádám Bogdán;right;5,00E+05
2018-2019;Álex Blanco;left;5,00E+05
2018-2019;Álex Blanco;left;5,00E+05
2017-2018;Álex Mula;right;5,00E+05
2017-2018;Aaron Ramsdale;right;5,00E+05
2018-2019;Adam Jakubech;right;5,00E+05
2017-2018;Aiden O'Neill;right;5,00E+05
2018-2019;Aiden O'Neill;right;5,00E+05
2018-2019;Alaixys Romao;right;5,00E+05
2017-2018;Alassane Traoré;right;5,00E+05
2018-2019;Alberto Almici;right;5,00E+05
2018-2019;Alberto García;right;5,00E+05
2017-2018;Alejandro Rodríguez;right;5,00E+05
2017-2018;Aleksandar Ignjovski;right;5,00E+05
2018-2019;Alessandro Buongiorno;left;5,00E+05
2017-2018;Alessandro Matri;right;5,00E+05
2018-2019;Alessandro Tripaldelli;left;5,00E+05
2020-2021;Alex Cordaz;right;5,00E+05
2017-2018;Alexander Nübel;right;5,00E+05
2017-2018;Anders Lindegaard;right;5,00E+05
2018-2019;Anders Lindegaard;right;5,00E+05
2018-2019;Andrea Fulignati;right;5,00E+05
2018-2019;Andrea Fulignati;right;5,00E+05
2019-2020;Andrea Papetti;right;5,00E+05
2017-2018;Andrea Raggi;right;5,00E+05
2020-2021;Andrea Rispoli;right;5,00E+05
2017-2018;Andreas Luthe;right;5,00E+05
2017-2018;Anthony Gonçalves;right;5,00E+05
2018-2019;Anthony Gonçalves;right;5,00E+05
2018-2019;Anthony Racioppi;right;5,00E+05
2018-2019;Antonio Candela;right;5,00E+05
2018-2019;Antonio Cotán;right;5,00E+05
2018-2019;Antonio Donnarumma;right;5,00E+05
2018-2019;Antonio Mance;right;5,00E+05
2018-2019;Antonis Aidonis;right;5,00E+05
2018-2019;Atinc Nukan;left;5,00E+05
2017-2018;Bakery Jatta;right;5,00E+05
2020-2021;Batista Mendy;right;5,00E+05
2017-2018;Ben Hamer;right;5,00E+05
2018-2019;Ben Hamer;right;5,00E+05
2020-2021;Benjamin Uphoff;right;5,00E+05
2018-2019;Bilal Boutobba;left;5,00E+05
2020-2021;Billy Sharp;right;5,00E+05
2020-2021;Branislav Ivanovic;right;5,00E+05
2020-2021;Bridge Ndilu;right;5,00E+05
2018-2019;Bright Enobakhare;right;5,00E+05
2018-2019;Carlão;left;5,00E+05
2017-2018;Carlo Pinsoglio;left;5,00E+05
2018-2019;Carlo Pinsoglio;left;5,00E+05
2017-2018;Carlos Martínez;right;5,00E+05
2017-2018;Chaouki Ben Saada;left;5,00E+05
2018-2019;Charles Abi;left;5,00E+05
2017-2018;Charlison Benschop;right;5,00E+05
2017-2018;Charly Charrier;left;5,00E+05
2018-2019;Christian Früchtl;left;5,00E+05
2020-2021;Christian Gentner;right;5,00E+05
2020-2021;Christian Groß;both;5,00E+05
2017-2018;Christian Maggio;right;5,00E+05
2018-2019;Christoph Baumgartner;right;5,00E+05
2017-2018;Christophe Jallet;right;5,00E+05
2018-2019;Christophe Jallet;right;5,00E+05
2017-2018;Chuca;right;5,00E+05
2017-2018;Chuli;left;5,00E+05
2017-2018;Claudio Pizarro;right;5,00E+05
2018-2019;Claudio Pizarro;right;5,00E+05
2017-2018;Connor Randall;right;5,00E+05
2018-2019;Connor Randall;right;5,00E+05
2018-2019;Connor Ronan;right;5,00E+05
2017-2018;Cristo;right;5,00E+05
2018-2019;Cyril Théréau;right;5,00E+05
2018-2019;Cyril Théréau;right;5,00E+05
2018-2019;Dani Escriche;right;5,00E+05
2018-2019;Daniel Bachmann;right;5,00E+05
2020-2021;Daniel Congré;right;5,00E+05
2018-2019;Daniele Dessena;right;5,00E+05
2018-2019;Danny Blum;left;5,00E+05
2018-2019;Davide Merola;left;5,00E+05
2017-2018;Dejan Drazic;right;5,00E+05
2017-2018;Dennis Eckert Ayensa;right;5,00E+05
2018-2019;Diego Benaglio;right;5,00E+05
2017-2018;Diego López;right;5,00E+05
2018-2019;Dimitry Bertaud;right;5,00E+05
2017-2018;Dzenis Burnic;left;5,00E+05
2018-2019;Eden Massouema;right;5,00E+05
2018-2019;Edgar Salli;right;5,00E+05
2020-2021;Edouard Michut;right;5,00E+05
2018-2019;Emil Berggreen;right;5,00E+05
2018-2019;Emil Hallfreðsson;left;5,00E+05
2018-2019;Emil Hallfreðsson;left;5,00E+05
2018-2019;Emiliano Moretti;left;5,00E+05
2018-2019;Enrico Del Prato;right;5,00E+05
2017-2018;Enzo Loiodice;right;5,00E+05
2020-2021;Eren Dinkci;right;5,00E+05
2017-2018;Erwin Zelazny;right;5,00E+05
2018-2019;Erwin Zelazny;right;5,00E+05
2018-2019;Fabian Bredlow;both;5,00E+05
2020-2021;Fabian Bredlow;both;5,00E+05
2018-2019;Fabrizio Caligara;left;5,00E+05
2020-2021;Federico Brancolini;right;5,00E+05
2017-2018;Federico Palacios;right;5,00E+05
2018-2019;Federico Peluso;left;5,00E+05
2017-2018;Felipe;left;5,00E+05
2018-2019;Felipe;left;5,00E+05
2020-2021;Filip Stankovic;right;5,00E+05
2017-2018;Florian Kath;left;5,00E+05
2018-2019;Florian Kath;left;5,00E+05
2020-2021;Fodé Doucouré;right;5,00E+05
2020-2021;Fouad Chafik;right;5,00E+05
2018-2019;Frédéric Sammaritano;right;5,00E+05
2017-2018;Freddie Woodman;right;5,00E+05
2018-2019;Freddie Woodman;right;5,00E+05
2017-2018;Gaëtan Bussmann;left;5,00E+05
2017-2018;Gaëtan Bussmann;left;5,00E+05
2018-2019;Gabriele Gori;left;5,00E+05
2018-2019;Gabriele Zappa;right;5,00E+05
2018-2019;Gaetano Monachello;left;5,00E+05
2017-2018;George Thomas;right;5,00E+05
2018-2019;George Thomas;right;5,00E+05
2017-2018;Gerard Valentín;right;5,00E+05
2018-2019;Giacomo Raspadori;both;5,00E+05
2018-2019;Giacomo Vrioni;left;5,00E+05
2017-2018;Gian Filippo Felicioli;left;5,00E+05
2017-2018;Gianluca Gaudino;both;5,00E+05
2018-2019;Gianluca Gaudino;both;5,00E+05
2019-2020;Gianmarco Cangiano;right;5,00E+05
2017-2018;Giovanni Crociata;right;5,00E+05
2018-2019;Giovanni Di Noia;left;5,00E+05
2018-2019;Giulian Biancone;right;5,00E+05
2020-2021;Giuseppe Di Serio;right;5,00E+05
2017-2018;Gojko Kacar;right;5,00E+05
2017-2018;Goran Karanovic;right;5,00E+05
2017-2018;Goran Pandev;left;5,00E+05
2020-2021;Goran Pandev;left;5,00E+05
2018-2019;Gorka Guruzeta;right;5,00E+05
2017-2018;Gregor Kobel;right;5,00E+05
2018-2019;Haji Wright;right;5,00E+05
2020-2021;Hamadi Al Ghaddioui;right;5,00E+05
2018-2019;Hans Nicolussi Caviglia;right;5,00E+05
2017-2018;Hervé Koffi;right;5,00E+05
2018-2019;Hervé Koffi;right;5,00E+05
2017-2018;Hrvoje Milic;left;5,00E+05
2018-2019;Igor Lewczuk;right;5,00E+05
2017-2018;Imad Faraj;right;5,00E+05
2017-2018;Issa Cissokho;right;5,00E+05
2017-2018;Iván Ramis;right;5,00E+05
2018-2019;Ivan Lakicevic;right;5,00E+05
2017-2018;Ivan Toney;right;5,00E+05
2018-2019;Ivo Ilicevic;right;5,00E+05
2018-2019;Jérémy Grimm;right;5,00E+05
2020-2021;Jóan Símun Edmundsson;left;5,00E+05
2017-2018;Jacob Bruun Larsen;right;5,00E+05
2017-2018;Jacob Bruun Larsen;right;5,00E+05
2020-2021;Jacopo Sala;right;5,00E+05
2018-2019;Jacopo Segre;right;5,00E+05
2017-2018;Jakob Haugaard;right;5,00E+05
2018-2019;Jamal Blackman;right;5,00E+05
2020-2021;Jan Morávek;right;5,00E+05
2017-2018;Jan Repas;right;5,00E+05
2018-2019;Jan Repas;right;5,00E+05
2018-2019;Jan-Niklas Beste;left;5,00E+05
2018-2019;Jaroslav Plasil;right;5,00E+05
2018-2019;Javi Muñoz;right;5,00E+05
2017-2018;Jay Fulton;right;5,00E+05
2017-2018;Jessy Deminguet;left;5,00E+05
2018-2019;João Virgínia;right;5,00E+05
2017-2018;Joaquín;right;5,00E+05
2017-2018;Joe Lolley;right;5,00E+05
2017-2018;Joel Coleman;right;5,00E+05
2018-2019;Joel Coleman;right;5,00E+05
2018-2019;Johann Carrasso;right;5,00E+05
2017-2018;Johannes Eggestein;right;5,00E+05
2018-2019;Jon Ander Serantes;right;5,00E+05
2017-2018;Jon Gorenc Stankovic;right;5,00E+05
2020-2021;Jonas Michelbrink;right;5,00E+05
2017-2018;Jonathan Delaplace;right;5,00E+05
2018-2019;Jordan Graham;right;5,00E+05
2017-2018;Jorge Molina;right;5,00E+05
2018-2019;Joris Kayembe;left;5,00E+05
2017-2018;José Alonso Lara;right;5,00E+05
2020-2021;José Mari;right;5,00E+05
2020-2021;Joseph Marie Minala;right;5,00E+05
2018-2019;Juan Berrocal;both;5,00E+05
2018-2019;Juan Hernández;left;5,00E+05
2017-2018;Juanjo Narváez;right;5,00E+05
2017-2018;Kader Mangane;right;5,00E+05
2017-2018;Karim Onisiwo;right;5,00E+05
2017-2018;Keidi Bare;right;5,00E+05
2020-2021;Kelyan Guessoum;right;5,00E+05
2018-2019;Kevin Vázquez;right;5,00E+05
2018-2019;Khéphren Thuram;right;5,00E+05
2017-2018;Khaled Adénon;right;5,00E+05
2018-2019;Khaled Adénon;right;5,00E+05
2017-2018;Kike Sola;right;5,00E+05
2017-2018;Kouadio-Yves Dabila;right;5,00E+05
2018-2019;Lamine Ghezali;right;5,00E+05
2017-2018;Laurent Pionnier;right;5,00E+05
2019-2020;Lazar Samardzic;left;5,00E+05
2018-2019;Leandro Barreiro;right;5,00E+05
2020-2021;Lenny Lacroix;right;5,00E+05
2020-2021;Levent Mercan;both;5,00E+05
2017-2018;Linton Maina;right;5,00E+05
2020-2021;Luca Antei;right;5,00E+05
2018-2019;Luca Antonelli;left;5,00E+05
2018-2019;Luca de la Torre;right;5,00E+05
2020-2021;Luca Marrone;right;5,00E+05
2018-2019;Luca Plogmann;both;5,00E+05
2018-2019;Luca Rigoni;right;5,00E+05
2018-2019;Luca Rossettini;right;5,00E+05
2018-2019;Luca Rossettini;right;5,00E+05
2020-2021;Lucas Chevalier;right;5,00E+05
2018-2019;Ludovic Baal;left;5,00E+05
2017-2018;Ludovic Butelle;left;5,00E+05
2018-2019;Ludovic Butelle;left;5,00E+05
2018-2019;Luisinho;left;5,00E+05
2020-2021;Luismi;right;5,00E+05
2018-2019;Luke Brattan;right;5,00E+05
2020-2021;Malo Gusto;right;5,00E+05
2017-2018;Mamadou Doucouré;left;5,00E+05
2018-2019;Mamadou Doucouré;left;5,00E+05
2018-2019;Marcel Büchel;left;5,00E+05
2018-2019;Marcelo Djaló;right;5,00E+05
2018-2019;Marco Andreolli;right;5,00E+05
2018-2019;Marco Andreolli;right;5,00E+05
2020-2021;Marco Majouga;right;5,00E+05
2020-2021;Marco Sau;right;5,00E+05
2018-2019;Marcos Curado;right;5,00E+05
2017-2018;Marcus McGuane;right;5,00E+05
2020-2021;Marek Suchy;right;5,00E+05
2018-2019;Marius Müller;right;5,00E+05
2017-2018;Marlos Moreno;right;5,00E+05
2017-2018;Martín Mantovani;right;5,00E+05
2017-2018;Martin Cranie;right;5,00E+05
2018-2019;Martin Graiciar;right;5,00E+05
2018-2019;Marvin Stefaniak;both;5,00E+05
2020-2021;Mathías Suárez;right;5,00E+05
2017-2018;Mathieu Bodmer;right;5,00E+05
2017-2018;Matt Macey;right;5,00E+05
2017-2018;Matteo Gabbia;right;5,00E+05
2018-2019;Matteo Gabbia;right;5,00E+05
2017-2018;Matthew Pennington;right;5,00E+05
2017-2018;Matthias Lehmann;right;5,00E+05
2018-2019;Matthias Phaeton;right;5,00E+05
2017-2018;Matti Steinmann;both;5,00E+05
2017-2018;Mattia Vitale;left;5,00E+05
2017-2018;Mattia Zaccagni;right;5,00E+05
2018-2019;Maxence Caqueret;right;5,00E+05
2017-2018;Maxi López;right;5,00E+05
2017-2018;Maxi López;right;5,00E+05
2017-2018;Mergim Mavraj;left;5,00E+05
2017-2018;Michael Olunga;left;5,00E+05
2018-2019;Michael Rensing;right;5,00E+05
2017-2018;Miguel Cifuentes;right;5,00E+05
2017-2018;Milan Bisevac;right;5,00E+05
2018-2019;Mirko Antonucci;both;5,00E+05
2017-2018;Mirko Eramo;right;5,00E+05
2018-2019;Mirko Valdifiori;right;5,00E+05
2018-2019;Mirko Valdifiori;right;5,00E+05
2020-2021;Momo Cissé;right;5,00E+05
2017-2018;Morgan Amalfitano;right;5,00E+05
2017-2018;Mouhamadou Dabo;right;5,00E+05
2018-2019;Mouhamadou Dabo;right;5,00E+05
2017-2018;Moussa Diaby;left;5,00E+05
2018-2019;Musa Juwara;left;5,00E+05
2018-2019;Naldo;right;5,00E+05
2018-2019;Naldo;right;5,00E+05
2018-2019;Nicolás Pareja;right;5,00E+05
2018-2019;Nicolò Brighenti;right;5,00E+05
2017-2018;Nicolò Zaniolo;left;5,00E+05
2020-2021;Nikita Contini;right;5,00E+05
2017-2018;Niko Bungert;right;5,00E+05
2020-2021;Oier Zarraga;right;5,00E+05
2018-2019;Omar Bogle;left;5,00E+05
2020-2021;Orestis Karnezis;right;5,00E+05
2020-2021;Oscar Linnér;right;5,00E+05
2017-2018;Oswaldo Vizcarrondo;both;5,00E+05
2020-2021;Pépé Bonet;right;5,00E+05
2018-2019;Pape Sané;left;5,00E+05
2017-2018;Pau Torres;left;5,00E+05
2018-2019;Pawel Bochniewicz;left;5,00E+05
2017-2018;Pawel Jaroszynski;left;5,00E+05
2018-2019;Petko Hristov;right;5,00E+05
2017-2018;Quentin Othon;left;5,00E+05
2017-2018;Rafa Navarro;right;5,00E+05
2018-2019;Rafa Navarro;right;5,00E+05
2018-2019;Rafael;right;5,00E+05
2017-2018;Rafal Gikiewicz;right;5,00E+05
2017-2018;Ramazan Özcan;left;5,00E+05
2017-2018;Raphaël Cacérès;right;5,00E+05
2018-2019;Raphael Wolf;right;5,00E+05
2018-2019;Rayan Aït Nouri;left;5,00E+05
2018-2019;René Adler;right;5,00E+05
2017-2018;Rhoys Wiggins;left;5,00E+05
2018-2019;Riccardo Meggiorini;left;5,00E+05
2018-2019;Riccardo Montolivo;right;5,00E+05
2017-2018;Robin Hack;right;5,00E+05
2018-2019;Robin Hack;right;5,00E+05
2020-2021;Rocco Reitz;both;5,00E+05
2018-2019;Rodrigo Palacio;right;5,00E+05
2017-2018;Rohan Ince;right;5,00E+05
2018-2019;Rolando Aarons;left;5,00E+05
2018-2019;Romain Faivre;left;5,00E+05
2020-2021;Romain Salin;left;5,00E+05
2017-2018;Rubén Castro;right;5,00E+05
2020-2021;Rubén Martínez;right;5,00E+05
2020-2021;Rune Jarstein;right;5,00E+05
2018-2019;Sambou Sissoko;both;5,00E+05
2020-2021;Samed Onur;left;5,00E+05
2017-2018;Samuel Moutoussamy;left;5,00E+05
2017-2018;Santy Ngom;right;5,00E+05
2018-2019;Santy Ngom;right;5,00E+05
2017-2018;Sascha Riether;right;5,00E+05
2017-2018;Sean Scannell;right;5,00E+05
2018-2019;Sebas Coris;right;5,00E+05
2017-2018;Sebastian Jung;right;5,00E+05
2018-2019;Sebastian Jung;right;5,00E+05
2018-2019;Shani Tarashaj;right;5,00E+05
2017-2018;Shaq Moore;right;5,00E+05
2017-2018;Simon Pouplin;left;5,00E+05
2017-2018;Simone Padoin;right;5,00E+05
2018-2019;Simone Padoin;right;5,00E+05
2017-2018;Slobodan Medojevic;right;5,00E+05
2017-2018;Soufyan Ahannach;right;5,00E+05
2017-2018;Stéphane Darbion;left;5,00E+05
2018-2019;Stefan Simic;right;5,00E+05
2018-2019;Stefan Simic;right;5,00E+05
2018-2019;Stefano Sorrentino;right;5,00E+05
2018-2019;Stuart O'Keefe;right;5,00E+05
2017-2018;Sullay Kaikai;right;5,00E+05
