Season;Player;player_foot;market_value
2018-2019;Tommy Smith;right;3,00E+06
2018-2019;Tony Jantschke;right;3,00E+06
2018-2019;Uche Agbo;right;3,00E+06
2018-2019;Víctor Sánchez;right;3,00E+06
2020-2021;Valère Germain;right;3,00E+06
2018-2019;Valentin Eysseric;right;3,00E+06
2018-2019;Valentin Eysseric;right;3,00E+06
2017-2018;Valerio Verre;both;3,00E+06
2018-2019;Vasyl Kravets;left;3,00E+06
2020-2021;Vicente Iborra;right;3,00E+06
2018-2019;Vincent Sierro;right;3,00E+06
2017-2018;Vincent Thill;left;3,00E+06
2017-2018;Vukasin Jovanovic;right;3,00E+06
2017-2018;Vukasin Jovanovic;right;3,00E+06
2018-2019;Vukasin Jovanovic;right;3,00E+06
2017-2018;Wes Morgan;right;3,00E+06
2020-2021;Woo-yeong Jeong;right;3,00E+06
2017-2018;Xabi Prieto;right;3,00E+06
2018-2019;Ximo Navarro;right;3,00E+06
2020-2021;Yan Valery;right;3,00E+06
2017-2018;Yann Bodiger;left;3,00E+06
2018-2019;Yoël Armougom;left;3,00E+06
2017-2018;Yoan Cardinale;right;3,00E+06
2017-2018;Yoric Ravet;right;3,00E+06
2020-2021;Yvann Maçon;right;3,00E+06
2017-2018;Yvon Mvogo;right;3,00E+06
2018-2019;Yvon Mvogo;right;3,00E+06
2017-2018;Zouhair Feddal;left;3,00E+06
2019-2020;Óscar de Marcos;right;3200000
2019-2020;Óscar Plano;both;3200000
2019-2020;Albin Ekdal;right;3200000
2019-2020;Allan Nyom;right;3200000
2019-2020;Andrés Guardado;left;3200000
2019-2020;Andy Carroll;left;3200000
2019-2020;Anthony Briancon;right;3200000
2019-2020;Anthony Caci;right;3200000
2019-2020;Anthony Modeste;right;3200000
2019-2020;Antonio Barreca;left;3200000
2019-2020;Aridane Hernández;right;3200000
2019-2020;Ashley Young;both;3200000
2019-2020;Ashley Young;both;3200000
2019-2020;Asier Villalibre;left;3200000
2019-2020;Bastian Oczipka;left;3200000
2019-2020;Bastos;right;3200000
2019-2020;Birger Verstraete;right;3200000
2019-2020;Borja Bastón;right;3200000
2019-2020;Borja Mayoral;right;3200000
2019-2020;Bosko Sutalo;right;3200000
2019-2020;Carlos Fernández;left;3200000
2019-2020;Carlos Fernández;left;3200000
2019-2020;Chang-hoon Kwon;left;3200000
2019-2020;Cristian Benavente;left;3200000
2019-2020;Dídac Vilà;left;3200000
2019-2020;Damián Suárez;right;3200000
2019-2020;Damien Le Tallec;right;3200000
2019-2020;Danilo Cataldi;right;3200000
2019-2020;Darwin Machís;right;3200000
2019-2020;Davide Biraschi;right;3200000
2019-2020;Davide Faraoni;right;3200000
2019-2020;Didier Ndong;right;3200000
2019-2020;Domingos Quina;right;3200000
2019-2020;Dominick Drexler;right;3200000
2019-2020;Edu Expósito;right;3200000
2019-2020;Enock Kwateng;right;3200000
2020-2021;Enock Kwateng;right;3200000
2019-2020;Facundo Ferreyra;right;3200000
2019-2020;Fayçal Fajr;right;3200000
2019-2020;Fede San Emeterio;right;3200000
2019-2020;Federico Fazio;right;3200000
2019-2020;Filip Bradaric;right;3200000
2019-2020;Filippo Falco;left;3200000
2019-2020;Florin Andone;right;3200000
2019-2020;Franck Ribéry;right;3200000
2019-2020;Giangiacomo Magnani;right;3200000
2019-2020;Giangiacomo Magnani;right;3200000
2019-2020;Gil Dias;left;3200000
2019-2020;Gil Dias;left;3200000
2019-2020;Gonzalo Escalante;right;3200000
2020-2021;Gonzalo Escalante;right;3200000
2019-2020;Gonzalo Melero;right;3200000
2019-2020;Harold Moukoudi;right;3200000
2019-2020;Hernani;both;3200000
2019-2020;Iñigo Córdoba;left;3200000
2019-2020;Ibai Gómez;right;3200000
2019-2020;Ibrahima Niane;right;3200000
2019-2020;Isaac Lihadji;left;3200000
2019-2020;Isaac Success;right;3200000
2019-2020;Jack Stacey;right;3200000
2019-2020;Jairo Riedewald;left;3200000
2019-2020;Jaume Costa;left;3200000
2019-2020;Jeffrey Bruma;right;3200000
2019-2020;Jeffrey Bruma;right;3200000
2019-2020;Jerdy Schouten;right;3200000
2019-2020;Jesé;right;3200000
2019-2020;Jesús Navas;right;3200000
2019-2020;Joel Ward;right;3200000
2019-2020;Jonas Lössl;right;3200000
2019-2020;Jonathan Silva;left;3200000
2019-2020;Jorge;left;3200000
2019-2020;Julian Chabot;left;3200000
2019-2020;Kasim Adams;right;3200000
2019-2020;Kevin-Prince Boateng;right;3200000
2019-2020;Koffi Djidji;right;3200000
2019-2020;Léo Jardim;right;3200000
2019-2020;Lago Júnior;right;3200000
2019-2020;Leandro Barreiro;right;3200000
2019-2020;Lennart Czyborra;left;3200000
2019-2020;Loris Benito;left;3200000
2019-2020;Loris Karius;right;3200000
2019-2020;Louis Schaub;left;3200000
2019-2020;Lucas Castro;right;3200000
2019-2020;Lucas Castro;right;3200000
2019-2020;Lucas Höler;right;3200000
2019-2020;Lucas Olaza;left;3200000
2019-2020;Lucien Agoume;right;3200000
2019-2020;Lukasz Fabianski;right;3200000
2019-2020;Mama Baldé;right;3200000
2019-2020;Mamadou Fofana;right;3200000
2019-2020;Marco Friedl;left;3200000
2019-2020;Marco Stiepermann;left;3200000
2019-2020;Marco van Ginkel;right;3200000
2019-2020;Matheus Fernandes;right;3200000
2020-2021;Maya Yoshida;right;3200000
2019-2020;Mexer;right;3200000
2019-2020;Nacho Monreal;left;3200000
2019-2020;Nacho Monreal;left;3200000
2019-2020;Nemanja Radoja;right;3200000
2019-2020;Nico Gaitán;left;3200000
2019-2020;Onel Hernández;right;3200000
2019-2020;Oumar Niasse;right;3200000
2019-2020;Paolo Ghiglione;right;3200000
2019-2020;Patrick Burner;right;3200000
2020-2021;Pedro Chirivella;right;3200000
2019-2020;Pere Pons;right;3200000
2019-2020;Raúl Albiol;right;3200000
2019-2020;Renaud Ripart;right;3200000
2019-2020;Robin Zentner;right;3200000
2019-2020;Rubén Rochina;left;3200000
2019-2020;Saman Ghoddos;right;3200000
2019-2020;Samuel Moutoussamy;left;3200000
2019-2020;Sandro Ramírez;right;3200000
2019-2020;Santi Cazorla;both;3200000
2019-2020;Sasa Lukic;right;3200000
2019-2020;Sebastian Vasiliadis;right;3200000
2019-2020;Sofiane Alakouch;right;3200000
2019-2020;Stefano Okaka;right;3200000
2019-2020;Taiwo Awoniyi;right;3200000
2019-2020;Tariq Lamptey;right;3200000
2019-2020;Tariq Lamptey;right;3200000
2019-2020;Thiago Maia;left;3200000
2019-2020;Tom Trybull;right;3200000
2019-2020;Toni Villa;right;3200000
2019-2020;Unai Bustinza;right;3200000
2019-2020;Valerio Verre;both;3200000
2019-2020;William Troost-Ekong;right;3200000
2019-2020;Winston Reid;right;3200000
2017-2018;Diego Farias;right;3300000
2017-2018;Ibrahima Mbaye;right;3300000
2019-2020;Jonathan Kodjia;right;3300000
2020-2021;Paolo Ghiglione;right;3400000
2018-2019;Adrián;right;3500000
2017-2018;Adrien Hunou;right;3500000
2018-2019;Akram Afif;right;3500000
2019-2020;Alberto Cerri;right;3500000
2019-2020;Alberto Cerri;right;3500000
2017-2018;Alberto Paloschi;right;3500000
2019-2020;Aleix Vidal;right;3500000
2020-2021;Aleksandar Dragovic;right;3500000
2020-2021;Aleksandr Kokorin;right;3500000
2018-2019;Alex Smithies;right;3500000
2019-2020;Ömer Toprak;right;3500000
2019-2020;Ömer Toprak;right;3500000
2018-2019;André Hahn;right;3500000
2020-2021;Andrés Cubas;right;3500000
2020-2021;Andrea Favilli;right;3500000
2017-2018;Andrija Balic;right;3500000
2017-2018;Angelo Fulgini;right;3500000
2017-2018;Antonio Barreca;left;3500000
2018-2019;Arkadiusz Reca;left;3500000
2018-2019;Arnaud Nordin;left;3500000
2017-2018;Artur Ionita;both;3500000
2019-2020;Artur Ionita;both;3500000
2020-2021;Arturo Vidal;right;3500000
2020-2021;Ashley Barnes;right;3500000
2020-2021;Aymen Barkok;right;3500000
2020-2021;Birger Meling;left;3500000
2017-2018;Bongani Zungu;right;3500000
2017-2018;Borja García;right;3500000
2020-2021;Bosko Sutalo;right;3500000
2017-2018;Boubacar Kamara;right;3500000
2017-2018;Brais Méndez;left;3500000
2018-2019;Bram Nuytinck;left;3500000
2019-2020;Bremer;right;3500000
2018-2019;Bryan Dabo;right;3500000
2017-2018;Carl Jenkinson;right;3500000
2017-2018;Charlie Daniels;left;3500000
2020-2021;Christophe Hérelle;right;3500000
2018-2019;Claud Adjapong;right;3500000
2017-2018;Claudio Bravo;right;3500000
2017-2018;Claudio Yacob;right;3500000
2018-2019;Clinton N'Jie;right;3500000
2020-2021;Conor Hourihane;left;3500000
2017-2018;Craig Cathcart;right;3500000
2018-2019;Cyrus Christie;right;3500000
2018-2019;Damián Suárez;right;3500000
2017-2018;Dan Gosling;right;3500000
2018-2019;Dan Gosling;right;3500000
2017-2018;Daniel Ginczek;right;3500000
2017-2018;Daniele De Rossi;both;3500000
2017-2018;Daniele Verde;left;3500000
2017-2018;Danny da Costa;right;3500000
2018-2019;Danny Simpson;right;3500000
2017-2018;David Costas;right;3500000
2020-2021;Denis Cheryshev;left;3500000
2019-2020;Diego Farias;right;3500000
2017-2018;Diego Rolán;right;3500000
2018-2019;Dimitri Foulquier;right;3500000
2018-2019;Dimitri Foulquier;right;3500000
2020-2021;Dimitri Foulquier;right;3500000
2018-2019;Edgar Ié;right;3500000
2018-2019;Edgar Ié;right;3500000
2020-2021;Edu Expósito;right;3500000
2017-2018;Elias Kachunga;right;3500000
2020-2021;Emil Krafth;right;3500000
2020-2021;Enda Stevens;left;3500000
2018-2019;Enrico Brignola;left;3500000
2020-2021;Eric Maxim Choupo-Moting;right;3500000
2020-2021;Etienne Green;right;3500000
2020-2021;Fabian Delph;left;3500000
2020-2021;Fabio Depaoli;right;3500000
2018-2019;Federico Ceccherini;right;3500000
2020-2021;Federico Ceccherini;right;3500000
2017-2018;Federico Di Francesco;right;3500000
2017-2018;Federico Viviani;right;3500000
2018-2019;Felix Uduokhai;left;3500000
2018-2019;Fernando Llorente;right;3500000
2020-2021;Florian Kainz;right;3500000
2018-2019;Florian Niederlechner;left;3500000
2017-2018;Francesco Cassata;right;3500000
2018-2019;Francesco Cassata;right;3500000
2018-2019;Francesco Cassata;right;3500000
2020-2021;Gastón Pereiro;left;3500000
2020-2021;Gastón Ramírez;left;3500000
2018-2019;Gen Shoji;right;3500000
2017-2018;Genki Haraguchi;right;3500000
2019-2020;Georges-Kevin N'Koudou;right;3500000
2020-2021;Georginio Rutter;left;3500000
2020-2021;Gerzino Nyamsi;right;3500000
2020-2021;Gianluca Lapadula;left;3500000
2017-2018;Giovanni Sio;left;3500000
2017-2018;Giulio Donati;right;3500000
2017-2018;Guilherme;right;3500000
2018-2019;Gustavo Gómez;right;3500000
2017-2018;Hyun-jun Suk;right;3500000
2018-2019;Hyun-jun Suk;right;3500000
2017-2018;Ibai Gómez;right;3500000
2017-2018;Ibrahim Amadou;right;3500000
2017-2018;Ibrahima Traoré;left;3500000
2020-2021;Idrissa Doumbia;right;3500000
2017-2018;Isaac Mbenza;right;3500000
2018-2019;Issiaga Sylla;left;3500000
2017-2018;Ivan Radovanovic;right;3500000
2020-2021;Ivo Grbic;right;3500000
2020-2021;Jérôme Onguéné;right;3500000
2017-2018;Ja-cheol Koo;right;3500000
2018-2019;Ja-cheol Koo;right;3500000
2017-2018;Jack Colback;left;3500000
2017-2018;Jack Harrison;left;3500000
2019-2020;Jacob Murphy;right;3500000
2019-2020;Jasmin Kurtic;right;3500000
2019-2020;Jasmin Kurtic;right;3500000
2020-2021;Jean-Daniel Akpa Akpro;right;3500000
2020-2021;Jean-Kevin Duverne;right;3500000
2019-2020;Jeremy Toljan;right;3500000
2019-2020;João Victor;both;3500000
2017-2018;Joel Robles;right;3500000
2017-2018;Jonathan Hogg;right;3500000
2018-2019;Jonathan Hogg;right;3500000
2019-2020;Jordan Siebatcheu;right;3500000
2020-2021;Jorge Meré;right;3500000
2017-2018;Josip Drmic;right;3500000
2020-2021;Jota;both;3500000
2019-2020;Jota Peleteiro;left;3500000
2018-2019;Julian Baumgartlinger;right;3500000
2018-2019;Juninho Bacuna;right;3500000
2020-2021;Junior Messias;left;3500000
2020-2021;Kévin Malcuit;right;3500000
2020-2021;Kévin Rodrigues;left;3500000
2018-2019;Kalidou Sidibé;right;3500000
2018-2019;Kara Mbodj;right;3500000
2018-2019;Karim Onisiwo;right;3500000
2019-2020;Karim Onisiwo;right;3500000
2020-2021;Karim Onisiwo;right;3500000
2018-2019;Karl Darlow;right;3500000
2018-2019;Ken Sema;left;3500000
2019-2020;Kenny McLean;left;3500000
2020-2021;Kevin Agudelo;left;3500000
2017-2018;Koffi Djidji;right;3500000
2017-2018;Konstantinos Stafylidis;left;3500000
2017-2018;Konstantinos Stafylidis;left;3500000
2017-2018;Kyle Bartley;right;3500000
2018-2019;Kyle Walker-Peters;right;3500000
2017-2018;Ladislav Krejci;left;3500000
2020-2021;Lamine Fomba;right;3500000
2018-2019;Laurent Depoitre;right;3500000
2020-2021;Laurent Koscielny;right;3500000
2018-2019;Leighton Baines;left;3500000
2020-2021;Lennart Czyborra;left;3500000
2019-2020;Leonardo Koutris;left;3500000
2018-2019;Levin Öztunali;right;3500000
2018-2019;Loïck Landre;right;3500000
2020-2021;Lorenzo Montipò;right;3500000
2018-2019;Luca Mazzitelli;right;3500000
2018-2019;Luca Mazzitelli;right;3500000
2020-2021;Lucas Boyé;right;3500000
2020-2021;Lucas Leiva;right;3500000
2018-2019;Lucas Olaza;left;3500000
2020-2021;Luigi Sepe;left;3500000
2018-2019;Lys Mousset;right;3500000
2018-2019;Majeed Waris;right;3500000
2020-2021;Malick Thiaw;right;3500000
2018-2019;Marcel Sobottka;right;3500000
2017-2018;Marcello Trotta;left;3500000
2018-2019;Marcin Kaminski;left;3500000
2018-2019;Marcin Kaminski;left;3500000
2020-2021;Marcos André;right;3500000
2020-2021;Marcus Ingvartsen;left;3500000
2018-2019;Mathew Leckie;right;3500000
2020-2021;Mathias Pereira Lage;right;3500000
2017-2018;Mathieu Dossevi;right;3500000
2020-2021;Matteo Ricci;both;3500000
2018-2019;Mattia Destro;right;3500000
2018-2019;Mauricio Lemos;right;3500000
2020-2021;Michael Hector;right;3500000
2017-2018;Miguel Britos;left;3500000
2020-2021;Mijat Gacinovic;right;3500000
2018-2019;Miranda;right;3500000
2020-2021;Mitchell Dijks;left;3500000
2019-2020;Niclas Füllkrug;right;3500000
2020-2021;Nicola Murru;left;3500000
2019-2020;Nicolas Höfler;right;3500000
2017-2018;Nicolas Pallois;left;3500000
2017-2018;Nolan Roux;right;3500000
2020-2021;Oihan Sancet;right;3500000
2017-2018;Oscar Hiljemark;right;3500000
2018-2019;Oussama Haddadi;left;3500000
2020-2021;Pablo Maffeo;right;3500000
2018-2019;Pablo Martinez;left;3500000
2018-2019;Pablo Zabaleta;right;3500000
2017-2018;Pape Souaré;left;3500000
2018-2019;Patrick Burner;right;3500000
2020-2021;Patrick Herrmann;right;3500000
2017-2018;Paul Dummett;left;3500000
2017-2018;Pedro Mendes;right;3500000
2018-2019;Percy Tau;left;3500000
2020-2021;Pere Pons;right;3500000
2017-2018;Perparim Hetemaj;right;3500000
2020-2021;Philipp Förster;both;3500000
2017-2018;Pierluigi Gollini;right;3500000
2020-2021;Pierre Kunde Malong;right;3500000
2018-2019;Rémi Walter;left;3500000
2017-2018;Rafinha;right;3500000
2017-2018;Ragnar Klavan;left;3500000
2017-2018;Rani Khedira;right;3500000
2017-2018;Renato Steffen;left;3500000
2019-2020;Renaud Emond;right;3500000
2017-2018;Riccardo Orsolini;left;3500000
2017-2018;Riccardo Orsolini;left;3500000
2018-2019;Ridle Baku;right;3500000
2017-2018;Robin Knoche;right;3500000
2017-2018;Robin Quaison;right;3500000
2020-2021;Robson Bambu;right;3500000
2019-2020;Roland Sallai;both;3500000
2018-2019;Romain Del Castillo;left;3500000
2017-2018;Romain Thomas;right;3500000
2018-2019;Saîf-Eddine Khaoui;left;3500000
2018-2019;Saîf-Eddine Khaoui;left;3500000
2020-2021;Sada Thioub;right;3500000
2017-2018;Salih Özcan;right;3500000
2020-2021;Salih Özcan;right;3500000
2017-2018;Salomon Kalou;right;3500000
2018-2019;Sam Byram;right;3500000
2020-2021;Sandro Ramírez;right;3500000
2020-2021;Sargis Adamyan;right;3500000
2018-2019;Sebastian Prödl;right;3500000
2018-2019;Sergio Romero;right;3500000
2018-2019;Serhou Guirassy;right;3500000
2018-2019;Stéphane Ruffier;right;3500000
2018-2019;Stefan Bell;right;3500000
2018-2019;Stefan Mitrovic;both;3500000
2017-2018;Stefano Sensi;right;3500000
2018-2019;Steven Skrzybski;right;3500000
2019-2020;Stiven Mendoza;left;3500000
2019-2020;Sven Ulreich;right;3500000
2020-2021;Terence Kongolo;left;3500000
2017-2018;Thomas Mangani;left;3500000
2018-2019;Thomas Monconduit;right;3500000
2018-2019;Tim Leibold;left;3500000
2019-2020;Tobias Strobl;right;3500000
2019-2020;Tomas Koubek;right;3500000
2019-2020;Tomas Koubek;right;3500000
2017-2018;Tony Jantschke;right;3500000
2020-2021;Trevoh Chalobah;right;3500000
2017-2018;Víctor Sánchez;right;3500000
2020-2021;Vagner;right;3500000
2018-2019;Valerio Verre;both;3500000
2020-2021;Valerio Verre;both;3500000
2020-2021;Valon Berisha;right;3500000
2020-2021;Victorien Angban;right;3500000
2017-2018;Viktor Fischer;right;3500000
2018-2019;Virgil Misidjan;both;3500000
2017-2018;Vitorino Antunes;left;3500000
2020-2021;Vlad Chiriches;right;3500000
2020-2021;Vladimir Darida;right;3500000
2017-2018;Walter Benítez;right;3500000
2018-2019;Yannis Salibur;left;3500000
2018-2019;Yannis Salibur;left;3500000
2017-2018;Yuto Nagatomo;both;3500000
2019-2020;Yuya Osako;right;3500000
2019-2020;Andy Pelmard;right;3600000
2019-2020;Angel Gomes;right;3600000
2019-2020;Daishawn Redan;right;3600000
2019-2020;Dejan Joveljic;right;3600000
2019-2020;Harvey Elliott;left;3600000
2019-2020;Hicham Boudaoui;right;3600000
2019-2020;Ignatius Ganago;right;3600000
2019-2020;James Justin;right;3600000
2019-2020;Jean-Ricner Bellegarde;right;3600000
2019-2020;Jean-Victor Makengo;left;3600000
2020-2021;Kevin Rüegg;right;3600000
2019-2020;Khéphren Thuram;right;3600000
2019-2020;Ki-Jana Hoever;right;3600000
2019-2020;Lamine Fomba;right;3600000
2019-2020;Lukas Nmecha;right;3600000
2019-2020;Matthew Longstaff;right;3600000
2019-2020;Nathanaël Mbuku;left;3600000
2019-2020;Nicolas Cozza;left;3600000
2019-2020;Riccardo Sottil;right;3600000
2019-2020;Ronaël Pierre-Gabriel;right;3600000
2019-2020;Sebastian Walukiewicz;right;3600000
2019-2020;Stephy Mavididi;right;3600000
2019-2020;Troy Parrott;right;3600000
2019-2020;Tudor Baluta;right;3600000
2020-2021;Amer Gojak;right;3800000
2019-2020;Antonino La Gumina;right;3800000
2017-2018;Diego Falcinelli;left;3800000
2017-2018;Diego Falcinelli;left;3800000
2020-2021;Lukasz Skorupski;right;3800000
2020-2021;Nicola Sansone;right;3800000
2020-2021;Nicolas Cozza;left;3800000
2018-2019;Óscar Plano;both;4,00E+06
2017-2018;Óscar Romero;left;4,00E+06
2020-2021;Álvaro Fernández;left;4,00E+06
2017-2018;Ángel Rodríguez;right;4,00E+06
2019-2020;Aaron Connolly;right;4,00E+06
2020-2021;Abdoulaye Touré;right;4,00E+06
2020-2021;Adam Lallana;both;4,00E+06
2020-2021;Adama Soumaoro;right;4,00E+06
2020-2021;Admir Mehmedi;right;4,00E+06
2019-2020;Adrián;right;4,00E+06
2018-2019;Adrián Embarba;right;4,00E+06
2017-2018;Adrián López;right;4,00E+06
2017-2018;Adrien Tamèze;right;4,00E+06
2019-2020;Aihen Muñoz;left;4,00E+06
2018-2019;Aleix Vidal;right;4,00E+06
2020-2021;Alejandro Pozo;right;4,00E+06
2019-2020;Alessandro Schöpf;right;4,00E+06
2019-2020;Alex McCarthy;right;4,00E+06
2019-2020;Alexis Blin;right;4,00E+06
2020-2021;Alfie Mawson;right;4,00E+06
2018-2019;Amath Ndiaye;right;4,00E+06
2018-2019;Ambroise Oyongo;left;4,00E+06
2019-2020;Amine Gouiri;right;4,00E+06
2018-2019;Anastasios Donis;right;4,00E+06
2018-2019;Andrea Consigli;right;4,00E+06
2017-2018;Andrea Poli;right;4,00E+06
2019-2020;Andreaw Gravillon;right;4,00E+06
2019-2020;Andrei Girotto;right;4,00E+06
2020-2021;Andrei Girotto;right;4,00E+06
2020-2021;Andriy Yarmolenko;left;4,00E+06
2017-2018;Andy Delort;right;4,00E+06
2020-2021;Andy Pelmard;right;4,00E+06
2019-2020;Angelo Fulgini;right;4,00E+06
2019-2020;Anthony Limbombe;right;4,00E+06
2019-2020;Arbër Zeneli;right;4,00E+06
2017-2018;Arda Turan;right;4,00E+06
2018-2019;Arjen Robben;left;4,00E+06
2020-2021;Arkadiusz Reca;left;4,00E+06
2019-2020;Arnaud Souquet;right;4,00E+06
2017-2018;Ashley Westwood;right;4,00E+06
2020-2021;Augusto Solari;right;4,00E+06
2017-2018;Aymen Abdennour;left;4,00E+06
2018-2019;Bakary Sako;left;4,00E+06
2017-2018;Bakaye Dibassy;left;4,00E+06
2018-2019;Bastian Oczipka;left;4,00E+06
2018-2019;Bastos;right;4,00E+06
2017-2018;Beñat Etxebarria;right;4,00E+06
2018-2019;Beñat Etxebarria;right;4,00E+06
2019-2020;Benoît Costil;right;4,00E+06
2019-2020;Bono;left;4,00E+06
2018-2019;Borja Mayoral;right;4,00E+06
2018-2019;Borja Mayoral;right;4,00E+06
2017-2018;Borja Valero;right;4,00E+06
2018-2019;Borna Sosa;left;4,00E+06
2020-2021;Bouna Sarr;right;4,00E+06
2018-2019;Brice Samba;right;4,00E+06
2020-2021;Carlos Neva;left;4,00E+06
2017-2018;Celso Borges;right;4,00E+06
2019-2020;Charlie Taylor;left;4,00E+06
2020-2021;Charlie Taylor;left;4,00E+06
2017-2018;Cheick Diabaté;right;4,00E+06
2019-2020;Chidozie Awaziem;right;4,00E+06
2019-2020;Christian Oliva;right;4,00E+06
2020-2021;Christian Oliva;right;4,00E+06
2017-2018;Ciprian Tatarusanu;right;4,00E+06
2017-2018;Clément Grenier;right;4,00E+06
2017-2018;Clément Grenier;right;4,00E+06
2020-2021;Clément Grenier;right;4,00E+06
2017-2018;Claud Adjapong;right;4,00E+06
2019-2020;Craig Cathcart;right;4,00E+06
2019-2020;Cristian Ansaldi;both;4,00E+06
2018-2019;Dídac Vilà;left;4,00E+06
2020-2021;Dalbert;left;4,00E+06
2019-2020;Damien Da Silva;right;4,00E+06
2018-2019;Damien Le Tallec;right;4,00E+06
2019-2020;Dan Burn;left;4,00E+06
2020-2021;Dan Ndoye;right;4,00E+06
2017-2018;Dani Alves;right;4,00E+06
